step time temp atoms pxx pyy pzz lx ly lz density
46000 546000 268.23613404998 750 1.7870428900316 1.4833062494499 0.851815143152675 202.339067466966 202.339067466966 202.339067466966 0.00220542013934229
47000 547000 278.22945516329 750 1.64320299981093 1.54812826871673 1.04723230682301 204.032414549009 204.032414549009 204.032414549009 0.00215096360046291
48000 548000 279.533567408928 750 1.39411883898562 1.41627215401721 1.18429002018089 208.803130948345 208.803130948345 208.803130948345 0.00200687142328162
49000 549000 279.807526479689 750 1.17856593930832 1.68702013836198 1.18802804787497 207.552951796655 207.552951796655 207.552951796655 0.0020433550038863
50000 550000 289.344423940706 750 1.64569966301205 1.95864212529727 1.40988843419375 199.677831961149 199.677831961149 199.677831961149 0.00229477975947739
51000 551000 282.661458862936 750 1.37288309946552 1.97490657836349 1.49589967852684 200.486442747159 200.486442747159 200.486442747159 0.00226712537528188
52000 552000 275.104561606358 750 1.26972267705161 1.84015983207107 1.31634816800531 203.997167602886 203.997167602886 203.997167602886 0.00215207873356792
53000 553000 263.578341284921 750 1.45928624609763 1.5352514110425 1.09859033893666 205.307129628112 205.307129628112 205.307129628112 0.00211114700147077
54000 554000 285.759093703821 750 1.56653130486822 1.7524028628338 1.93002912545348 199.720526265691 199.720526265691 199.720526265691 0.00229330840720378
55000 555000 286.584151276622 750 1.58257773410058 2.25348520600279 1.59356267114919 195.932643313769 195.932643313769 195.932643313769 0.00242890302501311
56000 556000 272.905804670717 750 1.4074657135918 1.97377946832744 1.40792831579946 200.505157352482 200.505157352482 200.505157352482 0.00226649061260817
57000 557000 273.637961072206 750 1.54927579110311 1.82500736895154 1.17360388835056 204.685024695921 204.685024695921 204.685024695921 0.00213045497074813
58000 558000 282.78940720243 750 1.57965229711867 1.66746154659543 1.63938061616697 202.665019713929 202.665019713929 202.665019713929 0.00219479611398337
59000 559000 279.649186290001 750 1.53787122488231 1.8145337160244 1.73178439488102 197.885026040119 197.885026040119 197.885026040119 0.00235771752304022
60000 560000 272.573917063447 750 1.53588602606555 2.11304534419381 1.3448958974914 196.742438194197 196.742438194197 196.742438194197 0.00239903409817681
61000 561000 263.923329279202 750 1.32082645782135 1.77117017355989 1.19314183864332 202.674519768134 202.674519768134 202.674519768134 0.00219448749544442
62000 562000 271.850853870551 750 1.22730247451689 1.68740276073542 1.15824530362917 205.515641761251 205.515641761251 205.515641761251 0.0021047277339072
63000 563000 279.173485096282 750 1.69495016142227 1.49132482712305 1.50031698073218 200.047312258136 200.047312258136 200.047312258136 0.00228208809871689
64000 564000 288.598993250376 750 1.45796507479908 1.92252045620782 1.77010411103138 197.661841116317 197.661841116317 197.661841116317 0.00236571301746424
65000 565000 281.648314149592 750 1.22561842116643 2.3012264364916 1.65690729463887 197.987823234407 197.987823234407 197.987823234407 0.00235404698020148
66000 566000 270.564421473791 750 1.40593942340575 1.85717827841222 1.60608805195064 200.298359355582 200.298359355582 200.298359355582 0.0022735179762148
67000 567000 283.432646327277 750 1.86308112902885 1.65888260059308 1.27588580323159 203.599460354903 203.599460354903 203.599460354903 0.00216471487156566
68000 568000 290.658594837376 750 1.89514258170803 1.89225687875763 1.85705752209402 198.114201647537 198.114201647537 198.114201647537 0.00234954486502881
69000 569000 277.365743773828 750 1.53672297921811 2.28022209355637 1.86470792655076 193.667280247523 193.667280247523 193.667280247523 0.00251513793499017
70000 570000 273.465032693484 750 2.0737367812634 2.11851532537616 1.41748253686075 194.620408910063 194.620408910063 194.620408910063 0.00247836590771822
71000 571000 277.433236752428 750 1.54023376610768 1.85283128338833 1.43938790101756 198.349971600108 198.349971600108 198.349971600108 0.00234117641588061
72000 572000 279.507134235626 750 1.57808941540711 1.63883459019259 1.37165441855953 199.312932967887 199.312932967887 199.312932967887 0.00230740658872192
73000 573000 301.22779003602 750 2.02307876717951 1.93803042774602 1.90703744737021 192.212234890931 192.212234890931 192.212234890931 0.00257269014746452
74000 574000 284.374388291581 750 1.45260793947965 2.52093323436779 1.45100016486267 191.173095478513 191.173095478513 191.173095478513 0.00261487089701177
75000 575000 280.414241600343 750 1.11794728194838 1.99557651746417 1.61505540765449 195.826842438293 195.826842438293 195.826842438293 0.00243284199878545
76000 576000 274.49715000593 750 1.24203275940411 1.80256612440207 1.56740543651037 196.611655600355 196.611655600355 196.611655600355 0.00240382466844496
77000 577000 271.11653157554 750 1.74344023126044 1.38956848054415 1.42361612212852 195.154605579923 195.154605579923 195.154605579923 0.00245806947488557
78000 578000 273.955620091656 750 1.48056912623746 1.96843496087465 1.43449732073245 193.301076762392 193.301076762392 193.301076762392 0.00252945960824486
79000 579000 284.809404207792 750 1.98359350499693 1.51813442075638 1.61418811263398 193.315072218427 193.315072218427 193.315072218427 0.00252891027118385
80000 580000 294.691080007319 750 1.77221889101595 1.91917310381 1.68617863365019 192.8725394916 192.8725394916 192.8725394916 0.00254635747151643
81000 581000 289.152005263204 750 1.80974403069522 2.1183265040826 1.73674193549231 191.443039774478 191.443039774478 191.443039774478 0.00260382518899483
82000 582000 276.569363092342 750 2.14439174378531 1.59145980629524 1.53641100700652 191.270573921312 191.270573921312 191.270573921312 0.00261087503413048
83000 583000 276.221333854547 750 1.95694067747434 1.77064632656124 1.51990554713355 193.180478093257 193.180478093257 193.180478093257 0.0025341998378153
84000 584000 274.3986891807 750 1.76895800509875 1.70973214178629 1.66161005736006 192.503023974952 192.503023974952 192.503023974952 0.00256104907253987
85000 585000 282.52769469679 750 1.76925568462053 2.22679225669892 1.93914202612436 187.061739797709 187.061739797709 187.061739797709 0.00279110169618347
86000 586000 306.351964502457 750 2.51581013436345 2.05163593021374 1.98421831388286 184.855190840104 184.855190840104 184.855190840104 0.00289224858633226
87000 587000 281.085098610446 750 2.14527247345908 1.46596324774483 1.61251505298838 189.766885386277 189.766885386277 189.766885386277 0.0026734328457856
88000 588000 274.966519329206 750 1.4123841036381 2.05316120818856 1.52393762906774 191.903269169772 191.903269169772 191.903269169772 0.00258513631644307
89000 589000 277.150377562625 750 1.35529000816676 1.90273770532234 1.80025116950147 189.965885254405 189.965885254405 189.965885254405 0.00266503993358613
90000 590000 282.153473200429 750 1.8050497223585 1.89479361054121 1.6922933529215 186.597174534926 186.597174534926 186.597174534926 0.00281200040167946
91000 591000 290.274429024704 750 1.16749951983188 2.14422621923719 2.39679713173298 185.691060548682 185.691060548682 185.691060548682 0.00285336663406904
92000 592000 285.609842356229 750 1.7055959600892 1.90484102450533 1.44436399878821 189.222187904619 189.222187904619 189.222187904619 0.00269658670604399
93000 593000 278.66179870451 750 1.76525744449749 1.74438115942012 1.3178260752752 192.31307465708 192.31307465708 192.31307465708 0.00256864528263109
94000 594000 275.046580733371 750 1.14942885834996 2.38955941087504 2.34644063124206 185.698870791266 185.698870791266 185.698870791266 0.0028530066230219
95000 595000 277.952425034873 750 2.03150974628001 2.10661483083252 2.00347179946638 183.105365282216 183.105365282216 183.105365282216 0.00297596184218642
96000 596000 277.290461800891 750 1.75486647114365 2.08534548073324 2.06725305994549 184.452105325538 184.452105325538 184.452105325538 0.00291125145516281
97000 597000 278.33703765082 750 1.70052217295826 2.13409126928492 2.29759741180372 186.682999654653 186.682999654653 186.682999654653 0.00280812384084379
98000 598000 307.660907828873 750 1.75685279809385 2.66498142571681 2.03955711013889 184.571284799293 184.571284799293 184.571284799293 0.00290561562570052
99000 599000 286.803350209767 750 1.76411643419552 2.55638858266618 2.20030508584377 179.7123148024 179.7123148024 179.7123148024 0.00314772696052435
100000 600000 281.350412708548 750 2.04134215326142 2.10642360267447 2.46827379892414 180.181189442967 180.181189442967 180.181189442967 0.00312321743099988
101000 601000 294.313627949941 750 1.9546047154975 1.84596264344199 1.87488623801864 189.634678164766 189.634678164766 189.634678164766 0.00267902824006377
102000 602000 276.662711980715 750 1.79418772860842 1.97669090367624 1.78996890438182 187.287602447719 187.287602447719 187.287602447719 0.0027810159402454
103000 603000 277.233166741881 750 1.57717087369761 2.14990197500959 2.42033781469227 182.639359086835 182.639359086835 182.639359086835 0.00299879960534461
104000 604000 278.130919282113 750 1.89640729173049 2.06623941207093 2.00993247418076 181.715324459293 181.715324459293 181.715324459293 0.0030447799198184
105000 605000 307.708817934604 750 1.78577470984517 1.96318265015205 2.28469357702652 183.130246234274 183.130246234274 183.130246234274 0.00297474902170771
106000 606000 288.008637759348 750 1.16848451298237 1.8386625959251 1.79385457367295 189.230723603822 189.230723603822 189.230723603822 0.00269622181474631
107000 607000 285.46099655833 750 1.4445471699438 1.74441546550792 1.44911320367232 189.176580640254 189.176580640254 189.176580640254 0.00269853748019525
108000 608000 269.188467120552 750 1.20935631960744 1.49476566480593 2.38449250539226 181.445089111887 181.445089111887 181.445089111887 0.00305840442550434
109000 609000 293.002627716366 750 1.57162891426231 1.63228011149822 2.62267194944229 180.697382160332 180.697382160332 180.697382160332 0.0030965278189986
110000 610000 287.14875378138 750 1.99133884941513 1.96001645150172 1.80198281535865 182.154887265362 182.154887265362 182.154887265362 0.00302279074957622
111000 611000 285.193649991416 750 1.77826774434325 1.43268675714501 2.27000960442559 185.551336662464 185.551336662464 185.551336662464 0.00285981741649053
112000 612000 270.163581181014 750 1.62342983158825 1.59498076241558 1.84548617391884 187.156826534318 187.156826534318 187.156826534318 0.00278684972297464
113000 613000 269.069252463436 750 1.95908256266505 2.033575213429 2.16716847200065 180.827180690255 180.827180690255 180.827180690255 0.00308986450118968
114000 614000 270.59444310531 750 2.11234975513979 2.20634556872342 2.3617941469231 177.636515206513 177.636515206513 177.636515206513 0.00325937127715715
115000 615000 286.225629013012 750 2.11810601307058 2.26388164016622 2.50626715647498 179.869225725375 179.869225725375 179.869225725375 0.00313949628077907
116000 616000 284.414900370695 750 1.70509419221689 2.20828018291476 2.5178323216284 183.689860107241 183.689860107241 183.689860107241 0.00294764391523759
117000 617000 282.866552868126 750 1.95499194063355 2.31769263148343 2.36191150472296 182.266739483607 182.266739483607 182.266739483607 0.00301722914671568
118000 618000 285.144604773451 750 2.50109905731873 2.93648164946156 2.5763787860543 174.024327213581 174.024327213581 174.024327213581 0.00346657561823336
119000 619000 281.46790966015 750 2.29343585560652 2.72594814860104 2.6992413160501 176.731447977141 176.731447977141 176.731447977141 0.00330970328779524
120000 620000 283.306430604615 750 2.57209936468118 2.39540341291325 2.29370303594734 181.415272751839 181.415272751839 181.415272751839 0.00305991265809962
121000 621000 273.978883663701 750 1.83216623877091 2.78166607456622 2.10197672404232 181.376875671975 181.376875671975 181.376875671975 0.00306185639957321
122000 622000 275.155194954922 750 2.07489858677603 2.30847033264168 2.71461549058894 178.514200861081 178.514200861081 178.514200861081 0.00321153203291307
123000 623000 286.535430143268 750 2.10415809857811 3.20206767095466 3.10528173424452 172.408734164733 172.408734164733 172.408734164733 0.00356494454641073
124000 624000 286.138825570399 750 2.06582342745656 3.06551013830157 2.80685386946214 172.357113333001 172.357113333001 172.357113333001 0.00356814860082976
125000 625000 293.236210602103 750 2.10852466332043 2.46768326600912 2.45014542426429 178.798463127609 178.798463127609 178.798463127609 0.00319623883527637
126000 626000 286.564946146936 750 1.94341938579597 2.7224936494179 1.93612662390497 179.190179052317 179.190179052317 179.190179052317 0.00317532335824426
127000 627000 273.742864903874 750 2.20546170126072 3.12450533079059 1.88556308495824 177.33662470689 177.33662470689 177.33662470689 0.00327593483307757
128000 628000 270.751778454379 750 1.86799041497156 2.99517547405281 1.91361103313323 177.453434837061 177.453434837061 177.453434837061 0.00326946986034772
129000 629000 274.305737655212 750 2.02817051175841 2.23896300079951 2.01392890339087 180.846691322399 180.846691322399 180.846691322399 0.00308886455965493
130000 630000 287.829792077912 750 2.42471282411979 2.25302754792736 2.08374606432075 181.795773621783 181.795773621783 181.795773621783 0.00304073953522949
131000 631000 283.812310177039 750 2.31545202152218 2.88307263383807 2.25487248285451 175.993066896414 175.993066896414 175.993066896414 0.00335153601040168
132000 632000 274.681983837048 750 2.02781760025334 2.35048962500183 2.57719191836339 174.667237485776 174.667237485776 174.667237485776 0.00342843731859459
133000 633000 275.443424916467 750 2.42350936965583 2.22824055066111 2.03225345005885 176.506406915756 176.506406915756 176.506406915756 0.0033223787908945
134000 634000 268.618041002127 750 1.95379704351553 2.47639685052245 1.73815797510286 178.278899058951 178.278899058951 178.278899058951 0.00322426506698572
135000 635000 291.707140190606 750 1.93880201401572 2.4625441311158 2.35762898215671 177.462525984161 177.462525984161 177.462525984161 0.00326896741553089
136000 636000 288.698399512541 750 2.12712021279457 2.16475020088668 2.53655268910343 175.445162185114 175.445162185114 175.445162185114 0.0033830341100049
137000 637000 280.969925600693 750 2.14195085994049 2.31589246505368 2.43434624227774 174.182347509257 174.182347509257 174.182347509257 0.00345714941917266
138000 638000 272.818730386877 750 2.2285909690729 1.97019377387026 2.11176764103716 176.447375641836 176.447375641836 176.447375641836 0.00332571445752039
139000 639000 276.86338931821 750 1.74419586311837 1.97306811745578 1.98740294638872 182.3585687446 182.3585687446 182.3585687446 0.00301267333518019
140000 640000 267.754258822133 750 1.63650280213669 2.86844317264289 1.52989086917212 178.022632209111 178.022632209111 178.022632209111 0.00323820928710518
141000 641000 275.306535430432 750 2.64431821449013 2.69748335415137 1.43095235476354 174.090275941461 174.090275941461 174.090275941461 0.00346263749490718
142000 642000 271.087765760095 750 1.97103853584928 2.71093877982037 2.17254029420195 173.358366086878 173.358366086878 173.358366086878 0.00350668013554865
143000 643000 295.563090274315 750 2.8143210964377 3.31126103279314 1.57896357530536 174.008522313527 174.008522313527 174.008522313527 0.00346752029364884
144000 644000 287.687949823099 750 2.3164621607879 2.19045244213173 1.9695822142577 179.02805086507 179.02805086507 179.02805086507 0.00318395791194837
145000 645000 296.538628303248 750 2.44533159065348 2.46671756755967 2.15875080384026 177.818329297516 177.818329297516 177.818329297516 0.00324938365801417
146000 646000 272.733224728046 750 2.26340138205346 2.65515941324757 2.20967561950446 172.404634735694 172.404634735694 172.404634735694 0.00356519885369284
147000 647000 274.232898412638 750 2.77215190874261 2.65131843775601 1.98157817233176 172.140570398887 172.140570398887 172.140570398887 0.00358163112383392
148000 648000 258.394890286185 750 2.44242043207354 2.58728003018121 1.64701802359576 173.512892452319 173.512892452319 173.512892452319 0.00349731958444337
149000 649000 279.614045459739 750 2.40121547865776 2.92724264842955 2.09431498257335 173.413093563826 173.413093563826 173.413093563826 0.00350336116130217
150000 650000 295.109575497968 750 2.43821286817872 3.40114973601009 2.87269921652958 168.396737123654 168.396737123654 168.396737123654 0.00382586420839825
151000 651000 275.488541403223 750 2.82953052695581 2.97189905814965 2.30119084526796 167.339366862772 167.339366862772 167.339366862772 0.00389884710074108
152000 652000 264.636702673595 750 1.94582260504327 2.42736509857258 2.42917334011503 172.886246878657 172.886246878657 172.886246878657 0.00353548687249301
153000 653000 279.029012446284 750 2.3095099905039 2.68294013643843 2.3672754468412 173.941566573906 173.941566573906 173.941566573906 0.00347152611764802
154000 654000 279.161249890456 750 2.67902503531613 2.67145076986196 2.25218389636606 173.121738032946 173.121738032946 173.121738032946 0.00352107890931502
155000 655000 289.793346102191 750 2.42804775668184 2.68350342303567 2.75704417402193 172.171349758766 172.171349758766 172.171349758766 0.00357971058467111
156000 656000 288.239409297548 750 2.65524777862723 2.61322754425222 2.81814329069568 170.761390400621 170.761390400621 170.761390400621 0.00366911666866278
157000 657000 287.081673017679 750 2.44325674665584 2.82268956356024 2.63545746467263 170.138217206408 170.138217206408 170.138217206408 0.00370958165535903
158000 658000 279.107824464091 750 2.16178725662548 3.25268927628606 1.84322863745692 173.412061649808 173.412061649808 173.412061649808 0.00350342370347432
159000 659000 272.609356546215 750 2.67732982032913 1.78434287180012 2.73694901340606 176.502450985859 176.502450985859 176.502450985859 0.00332260218822568
160000 660000 288.130981665938 750 2.90337371519578 2.45589930065 2.85497398812874 171.58477107805 171.58477107805 171.58477107805 0.0036165489657364
161000 661000 292.125361325944 750 3.1447482311558 3.12017820189657 2.92297767095359 167.801376797171 167.801376797171 167.801376797171 0.00386673143308555
162000 662000 282.874583208559 750 2.54029023166852 2.67717320080055 2.74441130450212 169.461899440439 169.461899440439 169.461899440439 0.0037541736624365
163000 663000 266.377783731263 750 1.9719090142722 2.07789484250263 2.83906655966143 172.528698499196 172.528698499196 172.528698499196 0.00355751328013113
164000 664000 284.118658900719 750 2.58728964587384 2.55541107245812 2.13556588514831 172.895420620726 172.895420620726 172.895420620726 0.00353492412900925
165000 665000 286.916120888635 750 2.91362171674276 2.67044184481356 3.18152428398149 167.461780385173 167.461780385173 167.461780385173 0.00389030325016987
166000 666000 272.696966144648 750 2.99775654418226 2.74285748108724 2.79020176027869 165.427479490679 165.427479490679 165.427479490679 0.00403559532463245
167000 667000 273.563931950942 750 2.45062384224148 2.67618435938737 2.45799689778876 169.838077802484 169.838077802484 169.838077802484 0.00372928325107053
168000 668000 296.739876864299 750 2.70971263568944 2.50910924834983 2.65644878904336 172.588677483641 172.588677483641 172.588677483641 0.0035538055880898
169000 669000 272.027319262019 750 2.74257480798341 2.40726042159052 2.41247133387398 170.687343304496 170.687343304496 170.687343304496 0.00367389391768035
170000 670000 277.725291881983 750 3.16879472065495 3.00352259314421 2.04318964001064 168.657114898753 168.657114898753 168.657114898753 0.00380817210772208
171000 671000 293.703755897885 750 3.72676371535976 2.55478788933822 2.64577431151656 167.574598761925 167.574598761925 167.574598761925 0.00388245118399817
172000 672000 270.675521735666 750 2.89224796440619 2.65023954102718 2.66159381434877 167.790266765988 167.790266765988 167.790266765988 0.0038674995768915
173000 673000 291.12958513859 750 2.81569320681733 3.2406167862936 2.76342506348812 168.052762416116 168.052762416116 168.052762416116 0.00384940495770775
174000 674000 282.446714380443 750 3.36299653463768 3.14986408438976 2.09163492061446 168.103300156212 168.103300156212 168.103300156212 0.00384593420346286
175000 675000 268.021906663266 750 2.7457106912518 2.83842880012964 2.9091172604307 166.157019177536 166.157019177536 166.157019177536 0.00398267154428619
176000 676000 274.067675675308 750 2.94874463230774 2.78760576855178 3.06163314801854 164.269798073807 164.269798073807 164.269798073807 0.00412151987589051
177000 677000 279.150263202752 750 2.85837772983863 3.45788333938977 2.24507657773636 166.33967769505 166.33967769505 166.33967769505 0.00396956576558855
178000 678000 280.10523316357 750 2.73022133245538 2.98474414483134 2.30226708598979 170.367893709428 170.367893709428 170.367893709428 0.00369459897929397
179000 679000 284.099649511926 750 3.18172811835815 3.03497706269109 2.06495296766671 169.239012847237 169.239012847237 169.239012847237 0.0037690258666894
180000 680000 278.090958424635 750 2.76446299621724 3.55694427273534 3.06345635003884 162.459591148805 162.459591148805 162.459591148805 0.00426083288135753
181000 681000 268.898463410529 750 2.96103666074386 3.61732575288569 2.60734889311052 162.824341931247 162.824341931247 162.824341931247 0.00423226227823862
182000 682000 277.608658775019 750 2.58317381081945 2.90001521186004 3.23399504581639 166.195474493197 166.195474493197 166.195474493197 0.00397990757992373
183000 683000 285.891909253434 750 2.60204879609149 2.54016424506912 3.42983678823097 167.632604002392 167.632604002392 167.632604002392 0.00387842229118946
184000 684000 270.112562381446 750 3.02968406904659 3.1022473911776 2.94336595445556 163.86241985189 163.86241985189 163.86241985189 0.00415233588183878
185000 685000 252.886536203218 750 2.76212131553421 2.97273805324636 3.4131934842205 158.182841200633 158.182841200633 158.182841200633 0.00461585813750182
186000 686000 277.452476258457 750 3.09144910391823 3.15139596999021 3.18514999509899 160.457921550476 160.457921550476 160.457921550476 0.0044222885991032
187000 687000 296.101040311129 750 3.26069763960512 3.23805215679812 3.14537604509875 163.26776454921 163.26776454921 163.26776454921 0.0041978723571385
188000 688000 285.992211077258 750 2.17760480622298 2.82065517695816 3.23147401851596 165.605499009776 165.605499009776 165.605499009776 0.00402259498191697
189000 689000 269.696578243582 750 2.77201390175075 2.45630479171099 2.12214091748978 166.00254690939 166.00254690939 166.00254690939 0.00399380001748819
190000 690000 266.711049490424 750 2.66184690349595 3.09746931453083 2.25376858722364 162.053257085656 162.053257085656 162.053257085656 0.00429296428674916
191000 691000 289.953979381173 750 3.3841077067078 3.19843948938444 2.82722847730177 158.822020983451 158.822020983451 158.822020983451 0.00456035250865008
192000 692000 283.936494853525 750 2.6855919514851 2.71615578837236 2.70692424242527 162.398167011464 162.398167011464 162.398167011464 0.00426566945663602
193000 693000 278.678800501798 750 2.65518007977485 2.40895098739867 2.61312129065907 165.757103315264 165.757103315264 165.757103315264 0.00401156766959627
194000 694000 271.256470925157 750 2.7783610252316 2.49947670417514 2.25965899577001 164.40203877464 164.40203877464 164.40203877464 0.00411158214540141
195000 695000 281.081927839386 750 2.87886516032805 2.72560157320756 3.71539111654672 159.105488206563 159.105488206563 159.105488206563 0.00453602131721775
196000 696000 290.325731519477 750 2.46787606244619 3.4133348989664 3.31824815671262 158.660572188015 158.660572188015 158.660572188015 0.00457428816132161
197000 697000 282.348447867763 750 3.20844263840263 2.39914173595383 3.13726360142171 161.139815248285 161.139815248285 161.139815248285 0.00436638457692416
198000 698000 260.701371509259 750 2.68763543833348 2.81303793925662 2.52926945435029 162.647124271093 162.647124271093 162.647124271093 0.00424611156958998
199000 699000 272.058804876072 750 2.89087593958288 2.89556976191551 2.87229177494018 162.280227123358 162.280227123358 162.280227123358 0.00427497665887964
200000 700000 287.015149457159 750 3.65377533726969 3.1877845399227 2.38308738551407 160.260114341265 160.260114341265 160.260114341265 0.00443868395837533
