step time temp atoms pxx pyy pzz lx ly lz density IL_con ACN_con
36000 36000 302.048368269444 3065 106.495877200411 94.3534250518992 110.103003688838 47.5976411319655 47.5976411319655 47.5976411319655 0.875640769822628 1.00095905954118 14.3984110872462
37000 37000 292.907934175335 3065 -212.300430287069 185.43555188465 -133.886518264968 47.6207268845651 47.6207268845651 47.6207268845651 0.874367897949481 0.999504019213032 14.3774808917567
38000 38000 299.614624777006 3065 -174.825125704407 -136.629377324641 -344.247016929662 47.6339408317642 47.6339408317642 47.6339408317642 0.873640434744362 0.998672444312981 14.365519006656
39000 39000 300.687157304218 3065 86.4928917353317 69.6729031659058 128.286100177966 47.5013464697071 47.5013464697071 47.5013464697071 0.880976865727903 1.00705883666787 14.4861540351456
40000 40000 302.50755611564 3065 155.188329019689 243.7641281488 143.294978538979 47.507763645384 47.507763645384 47.507763645384 0.880619916508855 1.00665080226962 14.480284617263
41000 41000 298.256460541466 3065 -55.726157879928 12.6542366960538 109.44266703695 47.5912046743784 47.5912046743784 47.5912046743784 0.875996095160061 1.00136523765422 14.4042538031799
42000 42000 311.057271629832 3065 155.02758780448 -84.7931965632203 129.378975157475 47.495778159838 47.495778159838 47.495778159838 0.881286753943583 1.00741307487562 14.4912496155185
43000 43000 315.890137188844 3065 -274.761486339975 -33.4397576839842 58.2469586499817 47.5091337417747 47.5091337417747 47.5091337417747 0.880543731197963 1.00656371361435 14.4790318804526
44000 44000 296.071239812904 3065 -96.0355104716612 -201.574471472074 19.0956298099379 47.786841760193 47.786841760193 47.786841760193 0.865281220707389 0.98911689218554 14.2280660645151
45000 45000 299.16020829975 3065 -120.335958481236 -50.2074260971685 -145.914687305139 47.4807008170838 47.4807008170838 47.4807008170838 0.882126569830615 1.00837308193495 14.5050589478336
46000 46000 301.581805114507 3065 167.139879059373 260.765060284354 106.77797935449 47.4997786677894 47.4997786677894 47.4997786677894 0.881064102522301 1.00715855845184 14.4875884946534
47000 47000 296.208414640077 3065 274.330519209441 -116.529844300422 73.4285089684557 47.426654710257 47.426654710257 47.426654710257 0.885145749073731 1.01182435432875 14.5547041738059
48000 48000 297.684604902832 3065 -14.7534718460271 88.9184309168314 -350.010434452574 47.6236169270001 47.6236169270001 47.6236169270001 0.874208724383112 0.999322065347032 14.3748635553765
49000 49000 299.121491716186 3065 -225.187377022083 46.2571791150287 -147.90655343512 47.7008784327864 47.7008784327864 47.7008784327864 0.869967711790127 0.994474095582632 14.3051273749194
50000 50000 290.250874252166 3065 -95.9828496019441 -422.950920969503 218.430925623926 47.6447013548705 47.6447013548705 47.6447013548705 0.873048635143985 0.997995948663343 14.3557878769265
51000 51000 297.911680750588 3065 -214.280969970997 -302.185207630943 -157.785589418628 47.5230175641287 47.5230175641287 47.5230175641287 0.879772205602892 1.00568177028705 14.4663454648984
52000 52000 301.260291801215 3065 -74.1882399995976 -85.6889957493864 -45.0910948636605 47.4755110616757 47.4755110616757 47.4755110616757 0.882415888776053 1.00870380707877 14.5098163018254
53000 53000 294.595306406973 3065 -50.9512093894131 -118.940922448704 -220.463514342751 47.5912505063362 47.5912505063362 47.5912505063362 0.875993564322337 1.00136234461288 14.4042121878929
54000 54000 302.549672429645 3065 160.710845307876 85.381110653894 56.4418759859791 47.6014265418594 47.6014265418594 47.6014265418594 0.875431885600687 1.00072028062458 14.394976344369
55000 55000 297.050305901268 3065 -85.2977015267287 -50.8494153920426 -247.417157671675 47.6390035758607 47.6390035758607 47.6390035758607 0.873361930939262 0.998354082130178 14.3609394891033
56000 56000 303.56018850929 3065 -72.758089581968 29.4505809487942 -76.7336465641699 47.6118367358888 47.6118367358888 47.6118367358888 0.87485777899596 1.00006401012308 14.3855361456167
57000 57000 306.406889772819 3065 -5.79040715939704 60.1360772516403 -60.0725385099289 47.4857419848611 47.4857419848611 47.4857419848611 0.881845655448244 1.00805196418247 14.5004397924709
58000 58000 301.251895273664 3065 -157.075465943659 -233.608345016495 -258.450487201306 47.5097567576891 47.5097567576891 47.5097567576891 0.880509090803981 1.00652411562237 14.4784622785679
59000 59000 292.600336067838 3065 -122.441892001978 113.961897823015 85.3065706630338 47.6143171179363 47.6143171179363 47.6143171179363 0.874721063699732 0.999907728667202 14.3832880969821
60000 60000 303.777127077281 3065 -245.381984260774 259.349754182984 -44.870039153898 47.6042430968066 47.6042430968066 47.6042430968066 0.875276507258445 1.00054266514037 14.3924214139423
61000 61000 301.176176249656 3065 179.527420293565 272.848996410605 -78.3735418291716 47.494381578012 47.494381578012 47.494381578012 0.881364499471479 1.00750194704006 14.4925280074224
62000 62000 295.428538564181 3065 -66.1428788900471 -9.35687247770087 -165.458565181479 47.6493020678521 47.6493020678521 47.6493020678521 0.872795771521289 0.997706896185788 14.3516299682109
63000 63000 294.59054466113 3065 -331.254156541981 -6.63026261086038 -279.071574311505 47.6495841420493 47.6495841420493 47.6495841420493 0.872780271383335 0.99768917772858 14.3513750950188
64000 64000 300.591286812919 3065 -60.1842352341935 -29.4764463270925 121.905884331809 47.531622852705 47.531622852705 47.531622852705 0.879294461142598 1.00513565290404 14.4584897763889
65000 65000 299.667240926419 3065 -209.345061671738 -157.203346787756 22.5281473332159 47.5670335737633 47.5670335737633 47.5670335737633 0.877332181273135 1.00289253919761 14.426223448458
66000 66000 296.968831956232 3065 88.0909001444648 9.5172661864315 246.292683563057 47.3279253273581 47.3279253273581 47.3279253273581 0.890696741719732 1.01816978337906 14.6459807301449
67000 67000 297.125803407176 3065 -242.636886597731 -191.359548067393 113.117161940943 47.5880603736 47.5880603736 47.5880603736 0.876169746524183 1.00156374132389 14.4071092021205
68000 68000 300.608975964986 3065 -191.200479375548 -82.8735072739575 -59.6648380385534 47.4947726214093 47.4947726214093 47.4947726214093 0.881342729774853 1.00747706174941 14.4921700420877
69000 69000 302.499077634829 3065 18.5331478204273 140.408556706139 53.3421761999812 47.6239886163265 47.6239886163265 47.6239886163265 0.87418825582145 0.999298667404705 14.3745269849754
70000 70000 311.472042310179 3065 -66.0538944112903 -304.695855156995 -71.3279305462343 47.6421475428278 47.6421475428278 47.6421475428278 0.873189039497136 0.998156447139578 14.358096585777
71000 71000 298.950527791737 3065 43.7994338046603 -77.7960947817784 -275.880962172723 47.5249049343467 47.5249049343467 47.5249049343467 0.879667393825538 1.00556195825716 14.4646220149299
72000 72000 306.707030244546 3065 49.0385948345802 0.993569089681785 -75.9074884514314 47.5608684532432 47.5608684532432 47.5608684532432 0.877673400428804 1.00328259230721 14.4318342124191
73000 73000 299.971877362506 3065 351.957100349688 188.629824932874 193.240715889419 47.3477459280578 47.3477459280578 47.3477459280578 0.889578625863639 1.01689164714518 14.6275952320114
74000 74000 300.363645213793 3065 -15.0862905985936 196.986625852165 11.3561429659189 47.5926561525419 47.5926561525419 47.5926561525419 0.875915949364759 1.00127362170547 14.4029359429941
75000 75000 304.713080274593 3065 67.7794413493383 142.380735362736 195.112021040157 47.4710494988544 47.4710494988544 47.4710494988544 0.882664713522273 1.00898824265161 14.5139077981424
76000 76000 300.41861166928 3065 72.8242254161732 -31.0113995876742 90.5541847361089 47.4504272535014 47.4504272535014 47.4504272535014 0.883816048172984 1.01030435182436 14.5328395223965
77000 77000 295.074446634167 3065 328.737523693039 -182.765632121679 5.93833053304875 47.5429658943 47.5429658943 47.5429658943 0.878665251708684 1.00441639347148 14.4481435060898
78000 78000 297.793894263409 3065 -233.203938959682 -166.514590054461 133.051410615346 47.6650989202345 47.6650989202345 47.6650989202345 0.871928290443391 0.996715264601435 14.3373657292668
79000 79000 289.597340692694 3065 316.646943790041 -86.2191821826829 184.996272865976 47.5248986718455 47.5248986718455 47.5248986718455 0.87966774157497 1.00556235577514 14.4646277330731
80000 80000 296.645397838613 3065 -169.5313298301 -58.4949923089569 -147.928191909621 47.5410966375435 47.5410966375435 47.5410966375435 0.878768899856576 1.00453487533781 14.4498478221669
81000 81000 305.101364461528 3065 -114.024229427057 59.0407066379148 -121.089567679551 47.5721161326241 47.5721161326241 47.5721161326241 0.877051011350957 1.00257112933346 14.4216000911813
82000 82000 293.440101315325 3065 -307.771558673172 61.8757149640464 -98.4034584441358 47.3536896468902 47.3536896468902 47.3536896468902 0.889243694733467 1.01650878197875 14.6220878638482
83000 83000 293.394758770642 3065 -25.3778033035858 -18.8767870110073 -118.841177142575 47.5194773656419 47.5194773656419 47.5194773656419 0.879968849196924 1.00590655674485 14.4695789316374
84000 84000 297.937346032227 3065 -174.495785465402 25.2447194893044 88.7128978205166 47.5762708946723 47.5762708946723 47.5762708946723 0.87682125689705 1.00230849331875 14.4178221731235
85000 85000 296.141515266514 3065 -138.967513196299 70.8401192832611 37.9998330796949 47.5180616134074 47.5180616134074 47.5180616134074 0.880047504866396 1.00599646930677 14.470872289259
86000 86000 301.807401853039 3065 -11.7861947971347 -154.069802954552 22.5024184871947 47.5531553988433 47.5531553988433 47.5531553988433 0.878100541847434 1.00377086453872 14.4388578206723
87000 87000 293.734304977248 3065 -37.9298153798125 256.824198442324 134.302452682601 47.3807950532975 47.3807950532975 47.3807950532975 0.887718423233369 1.01476521957405 14.5970073892575
88000 88000 304.086738997074 3065 103.41608982445 19.6982565671925 60.7408078815249 47.3909732694198 47.3909732694198 47.3909732694198 0.887146577018263 1.01411153296032 14.5876043587369
89000 89000 296.732519189424 3065 241.72101841644 408.830456850214 283.769915760401 47.1966230187238 47.1966230187238 47.1966230187238 0.898151270814868 1.02669117558639 14.7685576795888
90000 90000 297.166105177789 3065 191.497701445467 213.557077685501 75.1074111016808 47.4856003826783 47.4856003826783 47.4856003826783 0.881853544469821 1.00806098225003 14.5005695139042
91000 91000 300.637914435734 3065 -201.516867183451 13.6678460731984 137.774492346208 47.4721400208547 47.4721400208547 47.4721400208547 0.882603885644484 1.00891870932534 14.5129075879876
92000 92000 296.693741940604 3065 208.529816240642 -111.199073170341 247.940698627105 47.4681949032305 47.4681949032305 47.4681949032305 0.88282396556637 1.00917028622677 14.5165264249543
93000 93000 284.924239531085 3065 64.6351345655273 46.8089135334277 195.324986150237 47.4661400723401 47.4661400723401 47.4661400723401 0.882938624088306 1.0093013542289 14.5184117877542
94000 94000 297.623320281015 3065 -21.6158990470471 -84.4702656742683 -187.262834827205 47.6263450281918 47.6263450281918 47.6263450281918 0.87405850542854 0.999150347641924 14.3723934622338
95000 95000 291.839441597339 3065 337.186131713398 185.848242546291 342.143540074572 47.4775597899002 47.4775597899002 47.4775597899002 0.882301660980715 1.00857323144715 14.5079380215859
96000 96000 299.644597583215 3065 -251.121370591121 -146.846344192503 -263.619237972235 47.4689542935745 47.4689542935745 47.4689542935745 0.882781596994321 1.00912185403003 14.515829746432
97000 97000 295.076251329222 3065 -13.3106537616507 -46.2126788379703 -230.750349687517 47.293849664036 47.293849664036 47.293849664036 0.89262339535446 1.02037217216307 14.6776612457303
98000 98000 297.539978230014 3065 -62.267354174917 -119.446723269405 87.8026809418239 47.5603655434773 47.5603655434773 47.5603655434773 0.877701242636493 1.003314419183 14.4322920297863
99000 99000 302.281783865045 3065 254.101934622305 138.131381553762 93.2738635949554 47.573568772827 47.573568772827 47.573568772827 0.876970672581549 1.0024792927929 14.4202790578672
100000 100000 292.300453891363 3065 -9.0385495225101 50.7057244450797 85.1839088893977 47.5095125935507 47.5095125935507 47.5095125935507 0.880522666391481 1.00653963409497 14.4786855058277
101000 101000 298.470728293709 3065 351.43921645495 572.213213599839 334.151483697011 47.3598490236531 47.3598490236531 47.3598490236531 0.888896788561312 1.01611222794907 14.6163835866519
102000 102000 302.515600490127 3065 -231.158294537282 117.001679087989 -143.389159399717 47.5042414491534 47.5042414491534 47.5042414491534 0.880815811403998 1.00687473287766 14.4835057729325
103000 103000 301.082233948705 3065 506.830342065404 -21.8034623276518 129.583623289051 47.5354603595733 47.5354603595733 47.5354603595733 0.87908152372004 1.00489224070857 14.4549883855771
104000 104000 296.900686740759 3065 -38.5578285627724 -84.6389458252918 173.265411584595 47.5635380964666 47.5635380964666 47.5635380964666 0.877525622734162 1.00311366524562 14.4294042616101
105000 105000 304.959783434399 3065 27.2244515801585 156.645203059865 -66.7181610856156 47.5284855856054 47.5284855856054 47.5284855856054 0.879468594421364 1.00533470745809 14.4613530995895
106000 106000 302.005258810602 3065 -362.527962739633 52.2248348697225 -158.634214233323 47.5902068493622 47.5902068493622 47.5902068493622 0.876051197409217 1.00142822592223 14.4051598651891
107000 107000 289.747328471802 3065 17.4737971598852 -23.3228367320717 -57.4967851725242 47.5737240321708 47.5737240321708 47.5737240321708 0.876962086490198 1.00246947789367 14.4201378743166
108000 108000 297.421470257233 3065 -121.247662106204 44.2510543341196 -149.448471713591 47.5995185715639 47.5995185715639 47.5995185715639 0.875537161769632 1.00084062350798 14.3967074304609
109000 109000 306.843491438887 3065 0.18983952602177 -132.888907186515 -108.73030983497 47.5734067775633 47.5734067775633 47.5734067775633 0.876979631299583 1.0024895336477 14.4204263686246
110000 110000 299.082378690373 3065 91.8142692733361 -233.186153115188 -15.9236358150981 47.5581854064374 47.5581854064374 47.5581854064374 0.87782195351047 1.00345240572618 14.4342769131381
111000 111000 299.566127463337 3065 69.0563028244904 -248.750914949786 -138.87634458069 47.5053325316258 47.5053325316258 47.5053325316258 0.880755122178011 1.00680535804649 14.4825078426688
112000 112000 299.47307832678 3065 42.7313115875025 34.4992082611573 122.049942700528 47.4537281125826 47.4537281125826 47.4537281125826 0.883631627511863 1.01009353759793 14.5298070408318
113000 113000 297.177566951551 3065 -123.770367259212 110.547492794906 8.49735325938045 47.4833092767516 47.4833092767516 47.4833092767516 0.881981200949628 1.00820690842703 14.502668605835
114000 114000 302.257270614815 3065 361.664563508081 -263.573341646241 -150.114601708607 47.7021474539299 47.7021474539299 47.7021474539299 0.869898282334037 0.99439472965374 14.3039857265576
115000 115000 300.712122388549 3065 348.986525812359 187.528975828813 64.7558259753821 47.5440495571467 47.5440495571467 47.5440495571467 0.878605171307823 1.00434771459812 14.4471555869114
116000 116000 300.348663871568 3065 -177.334176287594 -128.952287123341 -311.781812254854 47.624293281387 47.624293281387 47.624293281387 0.874171478696013 0.99927948920255 14.3742511139136
117000 117000 299.131330563559 3065 208.372938297356 -233.742921315202 -10.6945527864199 47.5906036296065 47.5906036296065 47.5906036296065 0.87602928571551 1.00140317831244 14.4047995649558
118000 118000 299.721472514725 3065 359.13824926839 87.1924799110154 -193.453696725716 47.6010007921612 47.6010007921612 47.6010007921612 0.875455375749332 1.00074713259163 14.3953625995873
119000 119000 304.209380001111 3065 -98.5098446989543 -161.127835445249 -22.4769998566932 47.6941847612581 47.6941847612581 47.6941847612581 0.870334051760637 0.99489286470005 14.3111512076084
120000 120000 301.852588544514 3065 165.910006414629 165.568130547386 13.6478250239128 47.4709506689135 47.4709506689135 47.4709506689135 0.882670226402162 1.00899454451336 14.5139984479998
121000 121000 301.952265152108 3065 -205.519999868309 -152.333563297835 -278.571912409309 47.5538144843462 47.5538144843462 47.5538144843462 0.878064031507162 1.00372912898103 14.4382574707271
122000 122000 301.193281092121 3065 -338.09928458489 -77.4915202853509 -28.2798579348423 47.6144436409099 47.6144436409099 47.6144436409099 0.87471409068855 0.999899757705872 14.3831734377691
123000 123000 296.13071694823 3065 -263.881814782147 -70.4637470735635 251.307861507627 47.5019618117158 47.5019618117158 47.5019618117158 0.880942629559679 1.00701970075286 14.4855910800604
124000 124000 301.631958714677 3065 -77.6560214414612 -272.024114934602 335.2700089492 47.4865231335446 47.4865231335446 47.4865231335446 0.881802137338524 1.00800221793072 14.4997242117727
125000 125000 303.384209034897 3065 158.868048351925 -343.780430244726 -316.268623259534 47.5902675261915 47.5902675261915 47.5902675261915 0.876047846559733 1.00142439551225 14.4051047662147
126000 126000 295.207350939037 3065 154.614306540084 -41.7063786219227 -3.46611595676485 47.4056979150809 47.4056979150809 47.4056979150809 0.886320166110224 1.01316684934825 14.5740154483172
127000 127000 291.540008801527 3065 115.93379504637 -72.4210550854946 257.733395352724 47.5641439637072 47.5641439637072 47.5641439637072 0.877492089664226 1.00307533305358 14.4288528677708
128000 128000 304.62610041176 3065 154.191749462936 78.5446700935595 348.067774657856 47.3596753997359 47.3596753997359 47.3596753997359 0.888906564872502 1.01612340340776 14.616544341327
129000 129000 305.196806779372 3065 63.4744439566186 19.1302280307351 74.4261549249108 47.5077390960977 47.5077390960977 47.5077390960977 0.880621281671798 1.00665236280935 14.4803070650269
130000 130000 303.848344858792 3065 -63.9836802047635 102.855149646693 91.4905123413773 47.5759311135847 47.5759311135847 47.5759311135847 0.876840043459988 1.00232996854126 14.4181310859396
131000 131000 294.366713799491 3065 -40.043435140326 97.098910217332 -122.570351803409 47.6086380014995 47.6086380014995 47.6086380014995 0.875034130965275 1.00026560089802 14.3884359513792
132000 132000 294.534783153566 3065 -49.134459703964 157.684816024785 -67.3451387754519 47.5087436310558 47.5087436310558 47.5087436310558 0.880565422723085 1.0065885095459 14.479388560391
133000 133000 293.146536339089 3065 -10.9354783805943 303.706242091358 236.200355537127 47.682628905273 47.682628905273 47.682628905273 0.870966979902835 0.995616375047906 14.3215586256891
134000 134000 295.372042732029 3065 154.759628761577 98.9819484439738 27.8067426197751 47.4076703074242 47.4076703074242 47.4076703074242 0.886209544873205 1.0130403964315 14.5721964717454
135000 135000 302.998633003708 3065 70.0887412420248 -275.729222001554 -156.925246622647 47.4631630988798 47.4631630988798 47.4631630988798 0.88310477292117 1.00949128163431 14.521143820432
136000 136000 303.231402975197 3065 85.7497769374242 365.984928201054 330.150502113283 47.4738524737618 47.4738524737618 47.4738524737618 0.882508378560521 1.00880953364024 14.5113371377481
137000 137000 306.217859091638 3065 -192.52121975972 249.39435487719 122.015766166372 47.5437291799606 47.5437291799606 47.5437291799606 0.878622933079192 1.00436801836489 14.4474476487873
138000 138000 296.011021455018 3065 -343.57778403569 -160.611969127953 -172.394625034336 47.424272295962 47.424272295962 47.424272295962 0.8852791547997 1.0119768525616 14.5568978022322
139000 139000 292.678882816547 3065 151.475908774602 -93.3365065813258 122.920752335756 47.4533405444873 47.4533405444873 47.4533405444873 0.88365327847805 1.01011828716591 14.530163053848
140000 140000 292.088728497799 3065 -274.813857527044 -428.918312090815 -190.34803909534 47.6347188435363 47.6347188435363 47.6347188435363 0.873597628270982 0.998623511544186 14.3648151275971
141000 141000 300.447918421898 3065 -103.422586718572 -146.495203540104 -314.639211736393 47.4906839177108 47.4906839177108 47.4906839177108 0.88157038660589 1.00773729993766 14.495913468334
142000 142000 310.297884718528 3065 -179.266727296425 7.62405390583922 25.2495844483095 47.7383858094004 47.7383858094004 47.7383858094004 0.867918758373944 0.992131903949729 14.271435849123
143000 143000 298.185859467088 3065 -97.4895960757528 -270.814357820309 -295.501985380936 47.5736083976889 47.5736083976889 47.5736083976889 0.876968481252324 1.00247678784919 14.4202430252153
144000 144000 303.487180629167 3065 14.1425607038086 -96.4034967392839 -123.112618212682 47.5034064723426 47.5034064723426 47.5034064723426 0.880862259043812 1.00692782792242 14.4842695247302
145000 145000 311.332413002643 3065 -29.5481648994611 -42.7419601627757 -286.192432335248 47.5889951626506 47.5889951626506 47.5889951626506 0.87611811581873 1.00150472143336 14.4062602236953
146000 146000 299.710502652494 3065 -14.0640970115404 88.5497126737434 129.205336437168 47.4714425543856 47.4714425543856 47.4714425543856 0.882642788759305 1.00896318010213 14.5135472830076
147000 147000 299.7182048376 3065 113.407848493096 263.362743146656 157.685485994194 47.418901452372 47.418901452372 47.418901452372 0.885579999037972 1.01232075245318 14.5618446699035
148000 148000 304.293800774434 3065 34.002856581564 -207.961595499588 -8.81345375418499 47.6112156249683 47.6112156249683 47.6112156249683 0.874892018248329 1.00010314956363 14.3860991514153
149000 149000 299.141565127396 3065 209.295987775751 273.111507845051 262.997764528048 47.5540488058368 47.5540488058368 47.5540488058368 0.878051051649672 1.00371429149699 14.438044039226
150000 150000 302.962920228488 3065 -169.545363334507 335.417519023121 -323.931291835958 47.4485762490681 47.4485762490681 47.4485762490681 0.883919487182523 1.01042259462126 14.534540399552
151000 151000 306.680100312729 3065 166.074499218242 51.6209428067099 -204.524767700724 47.4487280946708 47.4487280946708 47.4487280946708 0.883911001042026 1.01041289397746 14.5344008595219
152000 152000 309.245468383883 3065 78.230954863132 -372.474777720926 -71.5420190233837 47.4262112985827 47.4262112985827 47.4262112985827 0.885170576333851 1.01185273476945 14.5551124155298
153000 153000 302.52944654149 3065 -222.028769931616 67.8069080090545 52.3281332161079 47.6797699799194 47.6797699799194 47.6797699799194 0.871123661377366 0.99579548016361 14.3241349838919
154000 154000 303.261053592155 3065 -84.7164553794236 17.7088130872966 -148.389384027162 47.5081557287421 47.5081557287421 47.5081557287421 0.880598113500975 1.00662587890034 14.4799261041818
155000 155000 303.786347553951 3065 58.1025237835956 420.649700889142 40.6952263761279 47.4718160512721 47.4718160512721 47.4718160512721 0.882621955656604 1.00893936544708 14.5132047183541
156000 156000 308.238517353053 3065 -47.7649205588618 -409.284853514536 58.9127073975401 47.4700620880367 47.4700620880367 47.4700620880367 0.88271979481629 1.00905120696547 14.5148135155802
157000 157000 301.022620704812 3065 109.313182760273 20.4679841756887 466.01919975749 47.3946020298908 47.3946020298908 47.3946020298908 0.886942819892876 1.01387861491032 14.5842539221716
158000 158000 301.932485251796 3065 155.828371157669 -238.470453906447 -100.644545163052 47.4476178588148 47.4476178588148 47.4476178588148 0.8839730509 1.01048382416895 14.5354211630457
