cmx cmy cmz ux uy uz costheta
#properties of cations
6.451641644689847244e-01 2.002593168493647724e+01 2.035757205431052341e+02 -8.604007210272168749e-01 3.145340824820476722e-01 4.009724556787181982e-01 -8.604007210272168749e-01
2.448638812590113290e+01 1.211355947657423826e+01 1.965240246246817719e+02 5.037409622283843813e-01 -5.030287788404862181e-02 -8.623889281813651442e-01 5.037409622283843813e-01
3.169905371002791128e+00 1.274845200455078142e+01 1.927748152242704691e+02 1.608963984935833369e-01 -3.614798384476974324e-01 -9.183924408158097297e-01 1.608963984935833369e-01
2.717520290103058400e+01 1.818179532949065536e+00 1.962767099527219443e+02 4.422851497335253401e-01 -7.748500199740147032e-01 -4.516539525692895296e-01 4.422851497335253401e-01
2.206592396217312313e+01 7.028431877817044260e+00 1.944606424177184749e+02 8.593735530081322294e-01 -2.636138518808909814e-01 -4.381607393259903671e-01 8.593735530081322294e-01
8.913710686234524450e-02 2.598228470661532441e+01 1.985869792030691769e+02 -4.917933064578495217e-01 -4.628062609844054154e-01 -7.375294628127678775e-01 -4.917933064578495217e-01
2.525142579676273158e+01 2.513838096980700954e+01 2.026944200645323519e+02 -7.294962809629038647e-01 -1.441069709260192899e-01 6.686317050453257638e-01 -7.294962809629038647e-01
1.252884107822011117e+01 7.911003247942753891e-01 2.066121964240399222e+02 4.914715192085341022e-01 2.235399888312408490e-01 8.417158779541848990e-01 4.914715192085341022e-01
1.845001936094550743e+01 1.241464048798067843e+01 2.050159811960686795e+02 5.605718927977907384e-01 -6.024986875971941047e-02 8.259110765206739702e-01 5.605718927977907384e-01
1.278013683121966437e+01 1.910733834301348466e+01 1.956379305954633878e+02 4.859193884575633837e-01 -4.044783763966988688e-01 -7.747771234029294796e-01 4.859193884575633837e-01
7.942494645095108829e+00 1.415778879557298353e+01 1.950638480282128171e+02 3.736510664549637095e-01 -2.870748896354530788e-01 -8.820277140078199851e-01 3.736510664549637095e-01
2.219382082114685417e+01 -6.092087705055190261e-01 2.079021974067046301e+02 1.531068203641648695e-01 -6.010490421463448030e-01 7.844095553299544887e-01 1.531068203641648695e-01
8.495211588751731213e+00 2.880361281477990687e+01 1.951019538926463781e+02 -1.436487832783538421e-01 -2.915957606672648500e-02 -9.891990427544180564e-01 -1.436487832783538421e-01
3.202472970046778222e+00 3.104858795680171468e+01 1.954991880726239515e+02 -2.387415220240535763e-01 -1.098424743529580472e-01 9.648508260294220706e-01 -2.387415220240535763e-01
3.200052192736288248e+01 1.355266298142050374e+01 2.052816412779837663e+02 7.087267212037736686e-01 -9.173729571138590499e-02 6.994931759690798945e-01 7.087267212037736686e-01
5.261724677451129484e-01 1.993437431756378553e+00 2.033802471074686196e+02 2.243566339290132827e-01 -6.051339750521358418e-01 7.638566443054899402e-01 2.243566339290132827e-01
2.785714139496852937e+01 3.058211420198038866e+01 2.047216086470529035e+02 -3.193967079302720835e-01 7.111746281892744603e-01 6.262718189278131398e-01 -3.193967079302720835e-01
1.372012354570543557e+01 2.968381870297779201e+01 1.952858518586187131e+02 2.736385353985307800e-01 -2.516533479600652212e-01 -9.283278216263032290e-01 2.736385353985307800e-01
3.101157103899763356e+01 3.203084039576365427e+01 1.951118857470089267e+02 -1.799842434644540468e-01 -4.382680667118848961e-01 -8.806399796768000776e-01 -1.799842434644540468e-01
3.743685189199719332e+01 2.940857062963739832e+00 1.968980651471799774e+02 2.385100668549720859e-01 -5.176793743843594031e-01 -8.216574793342145133e-01 2.385100668549720859e-01
1.694107089952802880e+01 2.912436763932513717e+00 1.936878373509040046e+02 7.560952272564531729e-01 -2.952997267351562330e-02 -6.537950657766651297e-01 7.560952272564531729e-01
3.315988134664660247e-01 2.069510456929575781e+01 1.955567770274965369e+02 -5.752871102568799522e-01 -6.166169185015738519e-01 -5.374274989148881687e-01 -5.752871102568799522e-01
1.884069592204900800e+01 1.860257424659203096e+01 2.001980059995504178e+02 3.174837005405281576e-01 4.121699386226010953e-01 8.540023662654181447e-01 3.174837005405281576e-01
1.422880435120485743e+01 2.434882928386742762e+01 1.941566478723135845e+02 -4.498420252875653391e-01 1.390050719638361576e-01 -8.822243151565877239e-01 -4.498420252875653391e-01
1.113708248036432913e+01 3.093030182020361352e+01 2.047083603186593166e+02 -9.930825546225741096e-01 1.106647172567295223e-01 -3.924742104635797757e-02 -9.930825546225741096e-01
3.506225862762798329e+01 2.786938129138071574e+01 2.027287563507416337e+02 6.785539330469021468e-01 -4.437926846617961663e-01 5.853311993967651450e-01 6.785539330469021468e-01
4.020268750381297274e+00 3.384253223180832748e+01 2.023192480257813770e+02 -6.532683958318141748e-01 -1.558918147358430151e-01 7.409036004135044484e-01 -6.532683958318141748e-01
3.223224475359298680e+01 1.683504387660957002e+00 1.946661594761857543e+02 -2.726418201116684870e-01 6.422142313782979173e-01 -7.163988546482877862e-01 -2.726418201116684870e-01
6.819224340809238782e+00 3.766318924355937270e+01 1.941878481587416729e+02 5.394583464063023026e-01 6.261518774335013415e-02 -8.396809100821829297e-01 5.394583464063023026e-01
1.690737800120497880e+01 3.309216735145162858e+01 1.948359402973290457e+02 3.562534967526482244e-01 -4.870210089306601930e-01 -7.974296100043393176e-01 3.562534967526482244e-01
7.986827439436192222e+00 3.761733120726461976e+01 2.079912958810357111e+02 6.694620306257124120e-01 -2.060993602576913775e-01 7.136831532633148845e-01 6.694620306257124120e-01
3.964008919282064625e+01 1.482499342870186254e+01 2.037834379619925471e+02 1.327335989695551666e-01 1.991877342545753105e-01 9.709305012343149022e-01 1.327335989695551666e-01
2.007960171955962991e+01 3.665605783338236989e+01 2.032796840021435685e+02 -1.760014193471081123e-01 -6.926214965731166684e-01 6.994990799655276259e-01 -1.760014193471081123e-01
6.125303084383551422e+00 3.510904300282413626e+00 1.970411073489528064e+02 1.141641413306054981e-01 2.412098427989856075e-01 -9.637345903157852334e-01 1.141641413306054981e-01
6.749526543509381860e+00 5.895790024237456350e+00 2.044320097167321819e+02 -9.452454209702854104e-01 -2.542858280163722839e-01 2.045722654827284714e-01 -9.452454209702854104e-01
1.048701313418293424e+01 5.334282234934314637e+00 1.945585964736239362e+02 2.503537009452996842e-01 -6.996293874370722587e-01 -6.692097912145476002e-01 2.503537009452996842e-01
4.724363725127692426e+00 1.122871263078102544e+01 2.034023048295793501e+02 -9.233708805062480485e-01 -3.594381925784213561e-01 1.348718011634522651e-01 -9.233708805062480485e-01
1.126417426028904067e+01 3.548048289762473217e+01 1.943920885308314439e+02 2.483742469688938331e-02 -6.686355890765597332e-01 -7.431753167016973416e-01 2.483742469688938331e-02
2.662919129422018472e+01 2.039777391389428374e+01 1.995720002509995368e+02 -2.713797209653640574e-01 6.657369512000746448e-02 9.601671678238270502e-01 -2.713797209653640574e-01
3.416910600663371156e+01 1.755666382468587727e+01 2.010936506261282659e+02 2.304247379181552924e-01 -2.257400893917077198e-02 9.728282758409952935e-01 2.304247379181552924e-01
3.207771887915265552e+01 2.113162087199192385e+01 2.037609923538853423e+02 -2.309764222216782459e-01 -4.212015813549819243e-01 8.770627801028473280e-01 -2.309764222216782459e-01
1.372987613842400911e+01 3.634646995696039085e+01 2.040674751030155676e+02 4.423958036317257037e-01 6.937790457651664411e-02 8.941323499827144028e-01 4.423958036317257037e-01
-1.047180830711496924e+00 3.413573026548781542e+01 1.952509579848814383e+02 -1.324386189863110408e-01 -9.433484759988164381e-01 -3.042263384911130242e-01 -1.324386189863110408e-01
2.517278810435556480e+01 1.546117842711951340e+01 2.035114925759159235e+02 -5.683018435943990587e-01 1.012844261211161834e-01 8.165625999227024145e-01 -5.683018435943990587e-01
1.496040914566604840e+01 1.131144321169201383e+01 1.952008172437059557e+02 4.031124302119447056e-01 1.023998891114868554e-01 -9.094034480463415449e-01 4.031124302119447056e-01
3.275349869707904560e+01 4.110547062333378965e-01 2.053783089606672547e+02 -1.094923905143345144e-01 -9.902339758419176352e-01 8.630231461418150229e-02 -1.094923905143345144e-01
8.686391966181405522e+00 2.215833832698297101e+01 2.042416848770790807e+02 -6.844535835453806616e-01 -4.748532754834511871e-01 5.532067052508711225e-01 -6.844535835453806616e-01
2.380326508416424502e+01 3.219567892710428225e+01 1.992311029427133633e+02 7.550829357290058663e-01 -2.490304474752534081e-01 -6.064928659111672449e-01 7.550829357290058663e-01
3.473011189694754819e+01 7.855827557042619702e+00 2.054978362174904021e+02 -5.685921826358824038e-01 -3.644521120653225199e-01 7.374805677822900973e-01 -5.685921826358824038e-01
2.100466100635782496e+01 2.117480910549848616e+01 1.935487879507710147e+02 -1.184759526926238427e-01 9.644246556023097217e-01 -2.363229406975582148e-01 -1.184759526926238427e-01
8.061144669137062735e+00 3.062795151385745740e+01 2.090885054980262794e+02 -9.586814053942451785e-01 2.729758935065257908e-01 8.008822956982428187e-02 -9.586814053942451785e-01
2.594924643977037704e+01 5.744349044961466255e+00 2.039335983873123155e+02 -4.301492118945329235e-01 -2.399473513422074322e-01 8.702855416990283866e-01 -4.301492118945329235e-01
1.557214024552723330e+01 2.475137380064609260e+01 2.067223158632284026e+02 1.144746401652941836e-01 -3.746489813780069511e-01 9.200726588218173241e-01 1.144746401652941836e-01
3.411891099993250975e+01 1.005034498866916337e+01 1.955346721717675109e+02 1.171777018129603609e-01 -2.149647666713524422e-03 -9.931086371655126754e-01 1.171777018129603609e-01
1.637660477367163736e+01 1.758701472268840149e+01 2.045104242134773358e+02 5.346900112943168137e-01 2.054371534349165862e-01 8.196963875793537024e-01 5.346900112943168137e-01
2.488638543602600350e+01 3.761000154359275882e+01 1.963856357868279758e+02 4.952856414369712357e-01 -5.953141298608848331e-01 -6.326873004686797142e-01 4.952856414369712357e-01
3.155593981758023858e+01 2.311319412174067622e+01 1.957882655405149137e+02 -6.819825918446710267e-01 -2.553423155138751510e-01 -6.853466614267830215e-01 -6.819825918446710267e-01
2.028345967486192691e+01 3.746676937837494137e+01 1.942378523672506958e+02 5.195885245600188052e-01 -8.501261560277704188e-01 -8.551774075003107378e-02 5.195885245600188052e-01
9.598781898167702664e+00 1.504098399928487417e+01 2.054232625407373973e+02 -4.062508763605670592e-01 -3.417875786658946535e-01 8.474322843307163788e-01 -4.062508763605670592e-01
3.028711441999390175e+01 1.561070101210796857e+01 1.935119403069311659e+02 -8.414504077891268308e-01 5.397399973925085526e-01 -2.533666209758251436e-02 -8.414504077891268308e-01
3.861401164742365921e+01 3.562382840096555014e+01 2.033711704090958676e+02 6.723584783273961474e-01 1.968787272260088539e-01 7.135634823806044080e-01 6.723584783273961474e-01
1.543499923653170036e+01 4.749293161051701517e+00 2.031980113377913995e+02 -7.182209036781935785e-01 -7.251431852997029803e-02 6.920263052282138450e-01 -7.182209036781935785e-01
2.120884022028234117e+00 8.022277193530795714e+00 1.970746584829126107e+02 -6.586682452608756400e-01 1.122841832713213604e-02 -7.523496961565345753e-01 -6.586682452608756400e-01
1.975402821311848811e+01 2.831760052129069294e+01 2.040383222959383147e+02 1.222475417693683931e-02 -1.399727578290205499e-01 9.900798869036032679e-01 1.222475417693683931e-02
2.924371472151657869e+01 4.001165645022584982e+01 2.035413738741400209e+02 1.893956110365475898e-01 5.350889957976140421e-01 8.232916063560917763e-01 1.893956110365475898e-01
1.410340539982466623e+01 1.082513795350749852e+01 2.060435471536666228e+02 -1.338251744671802024e-01 7.008683862956642807e-01 7.006242414947831953e-01 -1.338251744671802024e-01
2.260778404357981586e+01 8.557358170018030563e+00 2.038514766979999138e+02 2.847621978926525022e-01 7.376076703062388606e-01 6.122462048528750644e-01 2.847621978926525022e-01
2.900201799549184756e+01 8.636898425631143184e+00 1.951147451509079076e+02 1.287861014130464166e-01 6.027160484450141409e-01 -7.874944476183027842e-01 1.287861014130464166e-01
7.544834122550251543e+00 2.127775864344694412e+01 1.955359884900756242e+02 5.037406336257540529e-01 -7.182941865504987033e-01 -4.798946088487358042e-01 5.037406336257540529e-01
2.332112415392350613e+01 2.551019952148922343e+01 1.962642026615864950e+02 7.127202150909146550e-01 1.424463690720101094e-01 -6.868325319457145861e-01 7.127202150909146550e-01
1.780757527131996198e+00 2.084588995027520042e+01 2.036359294561234208e+02 -5.637801529138266599e-01 4.343905078271896314e-01 7.024648218167927061e-01 -5.637801529138266599e-01
2.371574166978476228e+01 1.254509064570205013e+01 1.952207395784875246e+02 -7.730682379155935646e-02 1.300307341411914737e-02 -9.969225521960308756e-01 -7.730682379155935646e-02
2.176044574780394036e+00 1.271975263544361212e+01 1.940783422179057141e+02 -2.823227397683659157e-01 -5.030365040081563599e-01 -8.168525853818029425e-01 -2.823227397683659157e-01
2.705968140913830666e+01 1.724200295579293662e+00 1.960275633391498502e+02 6.276132060633187182e-01 -6.462388200513852210e-01 -4.341394373165326503e-01 6.276132060633187182e-01
1.940666228917194402e+01 6.910255485962506938e+00 1.934076349365194289e+02 -3.652560612746451052e-01 -4.576475870045674244e-01 -8.106458510416428842e-01 -3.652560612746451052e-01
1.205817535777937294e-01 2.678726325455500756e+01 1.983146622874261311e+02 -5.649276099277057428e-01 -4.864893341795337722e-01 -6.664719973644233075e-01 -5.649276099277057428e-01
2.622076299402091948e+01 2.615972658488610136e+01 2.034639270639894164e+02 -4.119872830475297953e-01 1.537350611239592102e-01 8.981269451410125448e-01 -4.119872830475297953e-01
1.223398310305378089e+01 5.680218869488183886e-01 2.064746496025921942e+02 1.140026077131035959e-01 1.451781205706496047e-01 9.828157094502438795e-01 1.140026077131035959e-01
1.838296531091025443e+01 1.239970720138413540e+01 2.040735731261478634e+02 1.975843785429452770e-01 1.511776906791798269e-01 9.685585780925736188e-01 1.975843785429452770e-01
1.446622751999648671e+01 1.810016107921800099e+01 1.950084892108206702e+02 4.973562591148700807e-01 -6.444855740860698790e-01 -5.807539033998920797e-01 4.973562591148700807e-01
7.820689686430371879e+00 1.424105580976935670e+01 1.969706655727766815e+02 2.242016744974653641e-01 -5.273682168573410323e-01 -8.195220393627257183e-01 2.242016744974653641e-01
2.339081719161168138e+01 2.252801355032323094e-01 2.064976821762037673e+02 8.848609724229755669e-01 -2.358385752498238508e-01 4.017477142521155842e-01 8.848609724229755669e-01
8.347323675300904355e+00 2.928783722959621727e+01 1.948301922535832205e+02 -6.755780100635555563e-02 1.621217151719161198e-01 -9.844554296629695056e-01 -6.755780100635555563e-02
2.968347152821509738e+00 3.135909129182237010e+01 1.966622306390256369e+02 -2.402610114105437900e-01 6.806365695840312091e-02 9.683191545133409406e-01 -2.402610114105437900e-01
3.145886787938011864e+01 1.344670389801132870e+01 2.047545713338344058e+02 9.340440603292198274e-01 -5.871248570134755124e-02 3.522989318554256566e-01 9.340440603292198274e-01
4.030552450534575826e+01 1.570673018117122455e+00 2.041560631196055056e+02 4.994582443911670944e-01 -1.462739933898016542e-01 8.539001001097807908e-01 4.994582443911670944e-01
2.801957489106167287e+01 3.085376190918584172e+01 2.036065872684236240e+02 -5.684056125489386213e-01 1.782851536189704045e-01 8.031995166967706989e-01 -5.684056125489386213e-01
1.326688651083736303e+01 2.974106729953918205e+01 1.945017108662277678e+02 1.441723424052874791e-01 -4.122054057900481627e-01 -8.996116045954688500e-01 1.441723424052874791e-01
3.201322850555266086e+01 3.156027007557350927e+01 1.961240968073213935e+02 5.501507633333569958e-01 -8.305189409052818883e-01 -8.701968973337835533e-02 5.501507633333569958e-01
3.756792042814631571e+01 3.377235914461665267e+00 1.960492429309790623e+02 7.214342399400279771e-01 -2.845617005479699202e-01 -6.313139282665967134e-01 7.214342399400279771e-01
1.459070240250874484e+01 1.900290216240759555e+00 1.948344564326350508e+02 5.387640925992541741e-01 -2.317196858832089590e-01 -8.099624927735168400e-01 5.387640925992541741e-01
-2.532985381390854274e-01 2.109107662063095034e+01 1.964024205542256993e+02 -5.221626926863608409e-01 -2.359637268068725535e-01 -8.195530745460849475e-01 -5.221626926863608409e-01
1.910276253742969388e+01 2.001012256180310800e+01 2.015125464084069620e+02 1.167851469243278567e-01 5.088810449967255956e-01 8.528782512767597579e-01 1.167851469243278567e-01
1.563706859065913335e+01 2.463911873433569610e+01 1.947685884166337189e+02 1.324876069942418910e-01 -1.891087925293100935e-01 -9.729773371364029977e-01 1.324876069942418910e-01
8.948734613773501323e+00 2.930720196835475733e+01 2.037991902773198944e+02 -8.527560057711160990e-01 -4.661416316820022887e-01 2.356250704702973486e-01 -8.527560057711160990e-01
3.654733689987133261e+01 2.833460843031442167e+01 2.038559598006659712e+02 8.599961329344795180e-01 2.349163321542303232e-03 5.102951428040735093e-01 8.599961329344795180e-01
6.124633506616382839e+00 3.481364944144851847e+01 2.011571141521221193e+02 -3.006982346315919541e-01 -2.933027171564461799e-01 9.074988087033998285e-01 -3.006982346315919541e-01
3.299152045060773020e+01 4.074878238099738326e+01 1.944417346652500669e+02 -3.197144483953966998e-01 2.501157024740482959e-01 -9.139063446891813047e-01 -3.197144483953966998e-01
5.648683302723585875e+00 3.913150214761242296e+01 1.921758436347447514e+02 5.009275629510232530e-01 2.944118917134957991e-01 -8.138754294691720181e-01 5.009275629510232530e-01
1.741927488752289577e+01 3.271986502440765321e+01 1.945193881853977018e+02 4.580607039576532480e-01 -3.245184739001739094e-01 -8.275676114900348823e-01 4.580607039576532480e-01
6.986003020971110367e+00 3.857126454388657777e+01 2.081547194701896899e+02 1.501985865439272316e-01 3.117306160285079342e-01 9.382240711209094419e-01 1.501985865439272316e-01
3.908746791384779584e+01 1.501916021573132554e+01 2.023021125702237271e+02 -2.417469789829483715e-03 6.856410109534308850e-01 7.279358213047167903e-01 -2.417469789829483715e-03
1.956193987682794955e+01 3.611569730587675053e+01 2.033767581288300050e+02 -3.357560080604245906e-02 -5.207193602283082257e-01 8.530674222556706709e-01 -3.357560080604245906e-02
6.021763656419243382e+00 3.086672699510025542e+00 1.964120499883577509e+02 8.648857329581892406e-03 2.686708624634000508e-01 -9.631932126681881368e-01 8.648857329581892406e-03
6.254162316712116088e+00 5.786735901072835198e+00 2.064049216467730616e+02 -9.028459639531063452e-01 -6.574391369947693575e-02 4.249081114606566012e-01 -9.028459639531063452e-01
1.019355044179867953e+01 5.415321377013030180e+00 1.947882114548049515e+02 1.854048536564424643e-01 -6.365063182429547828e-01 -7.486552925595539865e-01 1.854048536564424643e-01
4.153662507753494104e+00 1.036012162273756054e+01 2.041156750086113618e+02 -9.980532445935366148e-01 -6.216660130947172791e-02 -5.003462595389058555e-03 -9.980532445935366148e-01
1.083262060289987794e+01 3.631926246761103982e+01 1.943461253211055180e+02 -4.850746747918828761e-01 -3.467927447862207968e-01 -8.027685544658486050e-01 -4.850746747918828761e-01
2.743608077629020059e+01 2.111057275664090227e+01 2.019420363465135608e+02 1.153247401453890396e-02 3.877530230959875812e-01 9.216911603802147024e-01 1.153247401453890396e-02
3.350013290184429593e+01 1.795695662486501121e+01 2.023326095617177032e+02 1.822393759975446670e-01 4.230581660061054072e-01 8.875869523666828353e-01 1.822393759975446670e-01
3.294767336527383605e+01 2.214169190998879699e+01 2.056289960698425148e+02 -5.586773592711813397e-01 -5.291113346933155048e-01 6.386867806185106966e-01 -5.586773592711813397e-01
1.376625170952056187e+01 3.494228362494354201e+01 2.055762619470636992e+02 -5.680554740052533996e-02 2.584867387504186098e-01 9.643431628184541138e-01 -5.680554740052533996e-02
3.828931913631495121e+01 3.350907048325265691e+01 1.964372825550494781e+02 1.003536216163805478e-01 -8.341089420688764244e-01 -5.423941586975434825e-01 1.003536216163805478e-01
2.484690843356749923e+01 1.661199262015671252e+01 2.021793001398824003e+02 -4.699852757434321293e-01 9.032929160954188130e-02 8.780401241752499031e-01 -4.699852757434321293e-01
1.495638164994694641e+01 9.772215437816690553e+00 1.952115670772936937e+02 3.542389211498449958e-02 -3.670394251190640111e-01 -9.295306386965913603e-01 3.542389211498449958e-02
3.355962631315253475e+01 9.883052883944773992e-01 2.049177376836456688e+02 -1.043301863257026507e-01 -9.422713180453122783e-01 3.181822990211651825e-01 -1.043301863257026507e-01
1.004398585014641476e+01 2.193666437707035755e+01 2.034504299946934793e+02 5.903157605789398632e-01 -4.916091639046744066e-01 6.401935119766949400e-01 5.903157605789398632e-01
2.442230288954284134e+01 3.252902173309546185e+01 1.985694181021329143e+02 7.093597645336209290e-01 -4.842395924352381753e-01 -5.121725701157376909e-01 7.093597645336209290e-01
3.364034090517822762e+01 8.521095453881844861e+00 2.051484964026328726e+02 -6.551365675759942553e-01 -2.181087369053568981e-01 7.233426965901392780e-01 -6.551365675759942553e-01
2.124498670329611727e+01 2.277403766235093130e+01 1.954281918872716233e+02 -1.790217451238105828e-01 9.203038538308239147e-01 -3.478390883683988299e-01 -1.790217451238105828e-01
8.951575015910130162e+00 2.894264982124036223e+01 2.096357094344119787e+02 -9.897680697560649055e-01 -1.388453006615957552e-01 3.288085423988579975e-02 -9.897680697560649055e-01
2.492594443870618903e+01 5.153982411752102699e+00 2.033511670897847807e+02 -4.095143967162021004e-01 1.674537891782549789e-02 9.121499608984606766e-01 -4.095143967162021004e-01
1.775339348107699067e+01 2.570517163464925403e+01 2.068822756351107444e+02 9.023086568993243795e-01 -2.182486977549850937e-01 3.717614740835722964e-01 9.023086568993243795e-01
3.582320021816764921e+01 1.136063009318777439e+01 1.941498396081758813e+02 6.798572871106225435e-01 5.499102003432365660e-01 -4.851730008162510321e-01 6.798572871106225435e-01
1.570658381515072222e+01 1.670149806211194132e+01 2.058763232193169870e+02 1.682999894290145848e-01 -9.385381631976091876e-02 9.812576495092459883e-01 1.682999894290145848e-01
2.475188211795060766e+01 3.642532430082468409e+01 1.955500628026383652e+02 4.249489060394660567e-01 -6.973244871662409583e-01 -5.771975284546875251e-01 4.249489060394660567e-01
3.199960024200229114e+01 2.393693184413036690e+01 1.949246029157475277e+02 -6.397438759656146612e-01 -8.388770394514993844e-02 -7.639964831668422107e-01 -6.397438759656146612e-01
1.985224994360770978e+01 3.716270896691141701e+01 1.944375664648900681e+02 3.058910457092791635e-01 -9.512138231544138289e-01 -4.028561523480966855e-02 3.058910457092791635e-01
7.857156867817786328e+00 1.350447444377121720e+01 2.061331773729337158e+02 -5.204543184253678234e-01 -4.781205431109747384e-01 7.074800694631986353e-01 -5.204543184253678234e-01
2.827288492295071620e+01 1.635312160657938918e+01 1.939215329219325099e+02 -9.971856672135036570e-01 7.480185383335842542e-02 5.042595269543973489e-03 -9.971856672135036570e-01
3.872141475374640152e+01 3.542522456656854501e+01 2.028155576143611540e+02 5.697481877303934850e-01 3.105002862818931689e-02 8.212325482469146065e-01 5.697481877303934850e-01
1.569003497195918584e+01 4.841785377386738531e+00 2.026316883450483601e+02 -6.583825421046546333e-01 -2.204344031487188160e-01 7.196812503881705458e-01 -6.583825421046546333e-01
2.779993964068891099e+00 7.862841568954038962e+00 1.957429358340674526e+02 -4.334444199485866789e-01 1.007957155667252719e-01 -8.955256325414840957e-01 -4.334444199485866789e-01
2.205540457975715540e+01 3.063647924736007511e+01 2.061215598627861709e+02 5.658524276597384217e-01 5.284873203522693075e-01 6.328603181891392371e-01 5.658524276597384217e-01
2.958651228257088661e+01 3.953602163084536159e+01 2.035777045005721391e+02 2.874182359371666440e-01 8.187484549790140509e-01 4.970329215658100819e-01 2.874182359371666440e-01
1.261103219444803614e+01 1.002516175176717006e+01 2.062356655923852315e+02 -2.173631135136443460e-01 3.779895649271570179e-01 8.999317561292262679e-01 -2.173631135136443460e-01
2.134609444918632093e+01 9.490374718521060515e+00 2.043116370895539831e+02 2.357782362616197558e-01 5.725210985049560275e-01 7.852567828882716094e-01 2.357782362616197558e-01
2.950463164846125608e+01 8.235090093706284975e+00 1.948629171031713270e+02 5.500412748918380723e-01 1.164074453448460111e-01 -8.269848260903267523e-01 5.500412748918380723e-01
6.911201146549228902e+00 2.166842093464632768e+01 1.958139878190479237e+02 6.379748064718673284e-01 -4.780175588832324962e-01 -6.037278854802871075e-01 6.379748064718673284e-01
2.225284272608066161e+01 2.709482697373969629e+01 1.979645710515509052e+02 4.222971073964386646e-01 5.974793406512770577e-01 -6.816770427258909137e-01 4.222971073964386646e-01
1.643559474036949464e+00 2.045250158506741300e+01 2.035323989311908974e+02 -7.210585509503548707e-01 5.853020324930817697e-01 3.708046613256662516e-01 -7.210585509503548707e-01
2.383035618319492954e+01 1.235702745442228156e+01 1.969670018128808806e+02 3.688774423301059979e-01 -3.004100987394833222e-01 -8.795926358919412547e-01 3.688774423301059979e-01
2.643179031570921822e+00 1.379242263335362928e+01 1.948310347768946258e+02 7.011848406144642887e-01 -7.575512096266528994e-02 -7.089435668234815857e-01 7.011848406144642887e-01
2.641985703113273942e+01 1.013993853842152237e+00 1.954049312804366707e+02 5.269465036292888538e-01 -6.683037657133281684e-01 -5.250690040806568204e-01 5.269465036292888538e-01
1.954711074081559730e+01 7.364312895478468235e+00 1.938040383722345723e+02 -3.741895373436481265e-01 -4.563082659478244485e-02 -9.262289230027441755e-01 -3.741895373436481265e-01
3.862606501606510867e-01 2.685140282130741340e+01 1.990182939751673814e+02 -5.365879848881177638e-01 -3.565448114861314854e-01 -7.648196727830868236e-01 -5.365879848881177638e-01
2.679364656726445304e+01 2.579544167058072190e+01 2.023836841628404102e+02 -6.706746929119614675e-01 -4.516560364037325859e-01 5.883895657364399678e-01 -6.706746929119614675e-01
1.288919054702197720e+01 5.753485120280793508e-01 2.060533809365857962e+02 1.506698165842061954e-01 3.742025519556814728e-01 9.150251671294824529e-01 1.506698165842061954e-01
1.674049034088777788e+01 1.249681857052467748e+01 2.042593711484135781e+02 -1.234055496257153023e-01 -4.246104830865067292e-01 8.969264228322291199e-01 -1.234055496257153023e-01
1.275252881679294248e+01 2.019646241107935580e+01 1.968112797454911629e+02 6.559654631979171535e-01 -3.341516121643572368e-01 -6.767953983143673025e-01 6.559654631979171535e-01
8.707663612775750295e+00 1.519410002360729628e+01 1.965855897001146388e+02 4.177602351758034627e-01 -3.355921707183466829e-01 -8.443069825948412710e-01 4.177602351758034627e-01
2.353687116856262307e+01 2.565925759842028753e-01 2.065716269912779239e+02 9.047866081514033265e-01 -3.323196862994177159e-01 2.663171414080128252e-01 9.047866081514033265e-01
8.668715449393074479e+00 2.969261433904386038e+01 1.961766376794103621e+02 1.203695474260744053e-01 1.584770895127584067e-01 -9.799980531368454040e-01 1.203695474260744053e-01
3.200187971505240814e+00 3.184259774352580408e+01 1.974480323957522785e+02 -4.763993227573515843e-01 -7.493890293702790140e-02 8.760295920246823353e-01 -4.763993227573515843e-01
2.981276707216052202e+01 1.234087703775824885e+01 2.047165140435531896e+02 4.006609268412124059e-01 -4.466288481068756422e-01 7.999959335780815195e-01 4.006609268412124059e-01
-2.003378051037446872e-01 1.029725040428566718e+00 2.025732961168601491e+02 -7.618733893286711023e-02 -3.564226720207125387e-01 9.312133849209557335e-01 -7.618733893286711023e-02
2.871352148962520445e+01 2.995525934769227661e+01 2.041722039424973332e+02 -4.257922112525484026e-01 -3.837053950745519804e-01 8.194334400226458426e-01 -4.257922112525484026e-01
1.393835990202985720e+01 2.903669721584966723e+01 1.963673527596108670e+02 2.629961140167896838e-01 -2.718784046836554280e-01 -9.256971303178692656e-01 2.629961140167896838e-01
3.343508673796318931e+01 3.083183050694972849e+01 1.954605508100701172e+02 2.221510706535328172e-01 -7.017843275591049146e-01 -6.768660572077048743e-01 2.221510706535328172e-01
3.820664572101739509e+01 2.761420509722174899e+00 1.945025920363933096e+02 1.598462247341994880e-01 -4.955338842540077948e-01 -8.537536846153925829e-01 1.598462247341994880e-01
1.459022314080594285e+01 2.186014550343918561e+00 1.945151579700956006e+02 4.778374187105409732e-01 -1.793200809744497151e-02 -8.782652471580781883e-01 4.778374187105409732e-01
-5.857683946395119134e-01 2.133694342437599190e+01 1.964138140179777849e+02 -6.782005511906574746e-01 -3.653738923238298852e-01 -6.376095444492836384e-01 -6.782005511906574746e-01
