cmx cmy cmz ux uy uz costheta
#properties of cations
2.170161001675268153e+01 2.151340445487227626e+01 1.933749498992936253e+02 -4.080353679013767332e-01 8.587815789558124191e-01 -3.098408271802634006e-01 -4.080353679013767332e-01
8.215974439572713450e+00 3.031733520162273265e+01 2.092983227065743392e+02 -9.903231587766772037e-01 1.375302348840420630e-01 1.858697617485188108e-02 -9.903231587766772037e-01
2.689980171156589961e+01 5.307440192237804055e+00 2.051370607855591857e+02 -3.963592636751918086e-01 -3.399497748443373046e-01 8.528384868673224428e-01 -3.963592636751918086e-01
1.476884376125586229e+01 2.394914556164780706e+01 2.054626714867467570e+02 -5.375403951512126854e-02 -9.181023244902088987e-01 3.926813275436990547e-01 -5.375403951512126854e-02
3.512711912065892506e+01 9.998948252854718888e+00 1.953062730847245234e+02 9.607770730127843106e-02 4.065683225104153031e-01 -9.085544965992942146e-01 9.607770730127843106e-02
1.719997915545113898e+01 1.761375187691835009e+01 2.048865081396507719e+02 6.621303508177841524e-01 1.550451846304712056e-01 7.331741875221884364e-01 6.621303508177841524e-01
2.391717542588657608e+01 3.745006853144366943e+01 1.960635701940294950e+02 -1.934019357682801310e-01 -4.470156683600780556e-01 -8.733685839791093253e-01 -1.934019357682801310e-01
3.325456753741514859e+01 2.444079469526716508e+01 1.941219681827125783e+02 7.936370150224511533e-02 3.350241297378087624e-01 -9.388611374304969281e-01 7.936370150224511533e-02
2.065610546570756512e+01 2.748004096716957223e-01 1.926470971507137051e+02 3.565203385172480144e-01 -9.508285409036373870e-02 -9.294366568419697439e-01 3.565203385172480144e-01
9.553018291949957330e+00 1.587310299331395669e+01 2.046479111247756748e+02 2.501920860780455502e-01 6.402981328695915852e-01 7.262384051450533340e-01 2.501920860780455502e-01
2.778935610821280378e+01 1.617350351572429190e+01 1.934061535077439373e+02 -2.434469587825982551e-01 8.725664894385506409e-01 -4.235106843615490391e-01 -2.434469587825982551e-01
3.688720159592896408e+01 3.450949926437230886e+01 2.022911107504268955e+02 4.881310561456475572e-01 6.565106677868952356e-02 8.702976556655515061e-01 4.881310561456475572e-01
1.514807566044796161e+01 4.964132774406114557e+00 2.024893428909490183e+02 -3.931417636745385691e-01 -3.771998371216451346e-02 9.187038459066269036e-01 -3.931417636745385691e-01
1.828894695229889678e+00 7.521354889946082700e+00 1.971383593584418179e+02 -5.127340207264190486e-01 -6.071849302341715271e-01 -6.069845834008014140e-01 -5.127340207264190486e-01
2.031926495821547007e+01 3.110903528774909432e+01 2.041012784714831696e+02 7.233564429521585071e-01 3.798674111410330068e-01 5.765901546095026919e-01 7.233564429521585071e-01
2.892615501393590094e+01 3.804170429885876104e+01 2.038687493694561397e+02 -7.204284240073832724e-02 5.292639876756802808e-01 8.453930802936937550e-01 -7.204284240073832724e-02
1.325560363914432926e+01 1.239354047531485037e+01 2.075121268095867322e+02 1.751564649332116664e-03 8.012750090726510344e-01 5.982936501893549863e-01 1.751564649332116664e-03
2.250751586582844510e+01 9.142027615634269466e+00 2.044421597000069823e+02 3.652120077436579737e-01 8.204953868665024741e-01 4.397812064318285530e-01 3.652120077436579737e-01
2.833585788378166015e+01 7.637218472930182855e+00 1.962919640877788936e+02 -1.810865239842585767e-02 6.377438928954731745e-01 -7.700355860496580496e-01 -1.810865239842585767e-02
7.267447322455244496e+00 2.099570258556135371e+01 1.957870501561098990e+02 4.151176164128738688e-01 -5.170452400144726068e-01 -7.485596731871618781e-01 4.151176164128738688e-01
2.307219722086872693e+01 2.585492483034044042e+01 1.969682055076317795e+02 7.381759976752029218e-01 2.068362542832958006e-01 -6.421175596183884560e-01 7.381759976752029218e-01
1.653369357204695911e+00 1.942691322885970706e+01 2.035774852503018337e+02 -7.869111897335166750e-02 5.435624012751515133e-02 9.954160471651648523e-01 -7.869111897335166750e-02
2.344012463163782911e+01 1.230835403309749587e+01 1.970756114313063563e+02 1.231428608798248656e-02 1.103301890524716472e-01 -9.938186996337858847e-01 1.231428608798248656e-02
4.251146967268110899e+01 1.440012307689168658e+01 1.942029202976471538e+02 8.083814926687061808e-01 -1.086408442188040819e-03 -5.886579499398707505e-01 8.083814926687061808e-01
2.634883709914393890e+01 1.282194788552422082e+00 1.965648458267335741e+02 3.898192054281446883e-01 -8.212458010928926910e-01 -4.166489184753309760e-01 3.898192054281446883e-01
2.070847854341968031e+01 7.449390641246575129e+00 1.949443481607864896e+02 6.807329312703611635e-01 -3.638555764247888846e-01 -6.357765297560505902e-01 6.807329312703611635e-01
-3.221920651393001683e-02 2.636753839201213978e+01 1.978077530260791548e+02 -5.896891980926264321e-01 -4.071533922142723250e-01 -6.974903331669092266e-01 -5.896891980926264321e-01
2.528972717533180514e+01 2.665915531102894320e+01 2.026500258515864346e+02 -5.209728245690322668e-01 9.100991710083254638e-02 8.487075533126025029e-01 -5.209728245690322668e-01
1.155548201964413302e+01 5.950481643444547296e-03 2.060463101393796990e+02 -2.943509759014823479e-01 -1.238944797336484216e-01 9.476326613605999816e-01 -2.943509759014823479e-01
1.799187234897330612e+01 1.325137297540846149e+01 2.043109669219803095e+02 2.596559183289836037e-01 3.942955070370013360e-02 9.648959086906921945e-01 2.596559183289836037e-01
1.533712294422749522e+01 1.823590299897813694e+01 1.951392926574821729e+02 6.153315685423061954e-01 -5.339023943057071842e-01 -5.799269730835929781e-01 6.153315685423061954e-01
8.948240973882210625e+00 1.401325035152797049e+01 1.954745010564434722e+02 6.964505821158141208e-01 3.362497388135269882e-01 -6.339500767555584781e-01 6.964505821158141208e-01
2.229415114235679241e+01 7.852273343663248584e-01 2.071953742078067933e+02 6.301126114205405360e-01 -7.098782814591609869e-01 3.146917895995619552e-01 6.301126114205405360e-01
9.736835404320821397e+00 2.764784385942540368e+01 1.962255767924066276e+02 4.989793780096420106e-02 -3.663738707661098881e-01 -9.291288299385984661e-01 4.989793780096420106e-02
4.035817251045895837e+00 3.128810788604562987e+01 1.975800096510061223e+02 -5.053398841018917897e-01 -1.019183744100033845e-01 8.568805322175951922e-01 -5.053398841018917897e-01
3.162406081710222239e+01 1.295166487904617014e+01 2.034284105807397793e+02 4.053705504922319180e-01 1.614916865347044705e-01 8.997750563189677031e-01 4.053705504922319180e-01
-5.455110478121271145e-01 1.121650429876617894e+00 2.040466494728427165e+02 -3.698863492842535683e-01 -4.977941621330699840e-01 7.844648244245256974e-01 -3.698863492842535683e-01
2.902569725536319112e+01 3.076912252566442518e+01 2.036749140895584276e+02 7.862516879278712567e-01 2.874260802823412966e-02 6.172375115903995235e-01 7.862516879278712567e-01
1.429878670321683387e+01 2.945038900960537021e+01 1.947320209577882224e+02 3.660842113456410085e-01 -2.264263367709102859e-01 -9.026147928213598126e-01 3.660842113456410085e-01
3.235697569424418418e+01 3.206318530307991210e+01 1.952722072727656268e+02 8.744444757490900388e-02 -3.109854354906084750e-01 -9.463833935044695389e-01 8.744444757490900388e-02
3.915216775687233053e+01 2.241114881963973682e-01 1.956361353458770793e+02 8.456779596412681288e-01 -2.138016235365508277e-01 -4.889965790781329313e-01 8.456779596412681288e-01
1.505722044202329180e+01 2.744062645119371702e+00 1.934302682805663380e+02 7.229685919395811844e-01 1.931315280239567223e-01 -6.633374917431028583e-01 7.229685919395811844e-01
3.347592783787438631e-01 2.204884171443140772e+01 1.943161773898742126e+02 -3.149651763688456896e-01 -2.956812552306590028e-02 -9.486425373279412376e-01 -3.149651763688456896e-01
1.994368584454379345e+01 2.066910016600280997e+01 2.029772770772941897e+02 -5.079976119895262404e-02 5.544389037825712130e-01 8.306725505483553151e-01 -5.079976119895262404e-02
1.551283409480952180e+01 2.439509410799317379e+01 1.959128713545530047e+02 -5.783948937304134175e-01 -4.657687788032137677e-01 -6.697154556964821648e-01 -5.783948937304134175e-01
9.341507996144009951e+00 2.994852421939873111e+01 2.039645449685959306e+02 -9.903098378848079753e-01 -3.969304520281814741e-02 1.330822570859557519e-01 -9.903098378848079753e-01
3.431247382224548659e+01 2.742740066288822121e+01 2.023871173471416114e+02 3.418447898290890019e-01 -3.995441626098533705e-01 8.505919126062138069e-01 3.418447898290890019e-01
6.048048372282246454e+00 3.397312431553918088e+01 2.034922316699050668e+02 -4.521469276156309669e-01 2.614061429981753282e-01 8.527778047361239677e-01 -4.521469276156309669e-01
3.318176937440781415e+01 3.967908775399645549e+01 1.947570615131858744e+02 7.069977853723546923e-01 -3.138628327624087277e-01 -6.337540955993437031e-01 7.069977853723546923e-01
6.650827037454029700e+00 3.806320582663283147e+01 1.955591532587876600e+02 4.377897336728870381e-01 -8.415640226730627949e-02 -8.951300738149992053e-01 4.377897336728870381e-01
1.814426242901275188e+01 3.353130040012205626e+01 1.955296577747886033e+02 7.008805037876861821e-01 -5.363760424373241742e-01 -4.701779030426604389e-01 7.008805037876861821e-01
7.401410633212835322e+00 3.630067917083933082e+01 2.076970198527364744e+02 2.325122563480429838e-01 -5.967052586068900544e-01 7.680370336115480701e-01 2.325122563480429838e-01
3.879802849235797879e+01 1.419767315966568688e+01 2.025250638116508526e+02 1.368403302417461886e-01 -3.771714255185562026e-01 9.159784057452610151e-01 1.368403302417461886e-01
1.960059531310437464e+01 3.788252246875570961e+01 2.041905908609450933e+02 1.316682121510567849e-01 -2.879738865845947182e-01 9.485433688315508816e-01 1.316682121510567849e-01
5.088055345746095526e+00 3.192610945200091699e+00 1.972750358112675713e+02 -2.109082834032925680e-01 1.693295681640875072e-01 -9.627279955092403751e-01 -2.109082834032925680e-01
6.525269017119144976e+00 5.269266648321501378e+00 2.053260039942041999e+02 -7.180363557982714084e-01 -5.828363063169680336e-01 3.804282216013050721e-01 -7.180363557982714084e-01
9.412920561875319336e+00 5.692729573235678409e+00 1.942463004150258996e+02 9.571746427220811926e-02 -5.598257693926916856e-01 -8.230633480827459492e-01 9.571746427220811926e-02
2.866806488027602295e+00 1.128859115567655458e+01 2.030422669818933343e+02 -9.260189915524480453e-01 -2.832304869724678320e-01 -2.495382105680931661e-01 -9.260189915524480453e-01
1.241599528589236812e+01 3.562687338844067142e+01 1.939266007326092165e+02 2.412428493918603312e-01 -5.368710306782332742e-01 -8.084376191369299081e-01 2.412428493918603312e-01
2.687468772453432209e+01 2.081577545601267332e+01 2.006321395511517665e+02 -2.034109614687958090e-01 4.887040366933372293e-01 8.484057668792553963e-01 -2.034109614687958090e-01
3.431479037884685113e+01 1.717185066358559098e+01 2.006926961842384003e+02 3.223256770524802750e-01 1.068761598140750002e-01 9.405762299654699676e-01 3.223256770524802750e-01
3.242668760881842616e+01 2.215394638573217279e+01 2.046440744427617346e+02 9.881817317048641192e-02 -5.563432508509551927e-02 9.935490881298083554e-01 9.881817317048641192e-02
1.382171938546421508e+01 3.599230739099370879e+01 2.059433447126934595e+02 7.679681424892260966e-02 2.103210811918599654e-01 9.746113544010779339e-01 7.679681424892260966e-02
-6.082144236552552291e-02 3.345833953614641842e+01 1.961758628371239581e+02 2.685664881716382513e-01 -4.716383044971058647e-01 -8.398984171685577316e-01 2.685664881716382513e-01
2.584635624724442593e+01 1.647832551455519479e+01 2.027555717508945463e+02 -2.237728193377911678e-01 4.824950406846433282e-01 8.468318965652751329e-01 -2.237728193377911678e-01
1.666586526340036301e+01 1.142448560273493641e+01 1.954650636313250516e+02 6.846991752148194887e-01 -1.612936619998453502e-01 -7.107541023862090634e-01 6.846991752148194887e-01
3.302072433025250575e+01 2.820857696798353409e-01 2.046514239355344955e+02 -3.742213264414506746e-01 -8.251186151122331669e-01 4.232465827761301980e-01 -3.742213264414506746e-01
8.469605992316353138e+00 2.236794168611216449e+01 2.034523863798690400e+02 -6.221504412473345402e-01 -4.622048998499240779e-01 6.318982979961795809e-01 -6.221504412473345402e-01
2.324492883898896167e+01 3.288265191975347790e+01 1.981895435021919525e+02 6.252218232428440325e-01 -3.444483018323932222e-01 -7.003235245982206703e-01 6.252218232428440325e-01
3.473802050628803073e+01 8.103970585114192104e+00 2.051121345771236975e+02 -5.604624638228528077e-01 -1.961130979237603877e-01 8.046250552079291518e-01 -5.604624638228528077e-01
2.020030133282198292e+01 2.001993628078885124e+01 1.925500084315034712e+02 -2.637138664205257998e-01 9.210569196674759374e-01 -2.865469374992477558e-01 -2.637138664205257998e-01
9.574654763476765140e+00 3.130321677061379049e+01 2.098856920327917805e+02 -9.286070209566414935e-01 3.629152743558795580e-01 7.734018534519021548e-02 -9.286070209566414935e-01
2.698079729313949215e+01 5.727037956459557044e+00 2.045337990707644451e+02 -1.654698848595788918e-01 -4.462624006916180996e-01 8.794711973302544727e-01 -1.654698848595788918e-01
1.520617901626396673e+01 2.405819718866642631e+01 2.053043092435622441e+02 -3.741316097302490040e-01 -8.318160075702443201e-01 4.100093512964696485e-01 -3.741316097302490040e-01
3.613308475599011160e+01 1.010659059477877086e+01 1.961137638072428615e+02 7.133029998086656276e-01 7.691193136107044026e-02 -6.966228429202337979e-01 7.133029998086656276e-01
1.640326687861994870e+01 1.705748589747678778e+01 2.060205350875079091e+02 3.033642777176952521e-01 -1.153893386888628081e-01 9.458622603327442313e-01 3.033642777176952521e-01
2.488269831259168186e+01 3.718464259544424522e+01 1.966940801435262358e+02 4.489145453039618539e-01 -6.189648806311282003e-01 -6.444828993540715478e-01 4.489145453039618539e-01
3.144248604762502097e+01 2.422472576413280976e+01 1.949288794262718056e+02 -7.604705629433571312e-01 -4.201285793605911978e-02 -6.480119155267580755e-01 -7.604705629433571312e-01
2.013087473105156633e+01 3.866135880264049973e+01 1.936730133748446008e+02 4.729398086111322730e-01 -3.490636373368411483e-01 -8.090009360439825992e-01 4.729398086111322730e-01
8.745610346664481227e+00 1.577518275873074138e+01 2.055921868197233380e+02 -5.576710352802282111e-01 2.861851826644752905e-01 7.791668997286649301e-01 -5.576710352802282111e-01
2.962933812964330471e+01 1.629671968997341480e+01 1.941009194170596857e+02 -8.703031226944010212e-01 4.502773709449449102e-01 -1.995564176950537782e-01 -8.703031226944010212e-01
3.627792427978189949e+01 3.566940516607298406e+01 2.018850080109317275e+02 2.368292186660537757e-01 -1.012909697874130183e-01 9.662567260441460304e-01 2.368292186660537757e-01
1.579104106064611379e+01 4.922789429149655227e+00 2.041930348993262498e+02 -5.041591452355331793e-01 2.538208976113702775e-01 8.254686597388994906e-01 -5.041591452355331793e-01
3.040881808816811471e+00 8.250298332679433244e+00 1.968443330133395648e+02 -2.819114744896091818e-01 -1.666831689782976023e-01 -9.448505922792485023e-01 -2.819114744896091818e-01
2.031894293996517931e+01 2.928457766745233926e+01 2.042169906513861974e+02 6.345702675208996224e-01 1.270502431970330637e-01 7.623508452687833836e-01 6.345702675208996224e-01
2.887109344798450650e+01 3.860938188509116031e+01 2.038165551238993203e+02 -2.025235337375540789e-01 1.163529321695721402e-01 9.723405851130543232e-01 -2.025235337375540789e-01
1.497401930734038800e+01 1.039616624808253675e+01 2.068107139684823323e+02 3.111248778884426747e-01 9.607149664039402182e-02 9.455007022166489472e-01 3.111248778884426747e-01
2.262963367610525722e+01 7.979326022865979695e+00 2.052906774269427785e+02 5.339647390842051644e-01 4.317396223524747056e-01 7.269680570050374158e-01 5.339647390842051644e-01
2.986373727093974750e+01 8.636661608844738325e+00 1.964776115279738917e+02 4.521660443832083986e-01 3.086083422200616155e-01 -8.368433302709818999e-01 4.521660443832083986e-01
7.498262699617452398e+00 2.156047706165694322e+01 1.951213254683892728e+02 4.955482321799456469e-01 -6.463235777234812574e-01 -5.802566522342076372e-01 4.955482321799456469e-01
2.246566789391227559e+01 2.516740911669804248e+01 1.964302191894744567e+02 7.657609218723715472e-01 4.037632028766920400e-01 -5.005851441422637382e-01 7.657609218723715472e-01
