# Chunk-averaged data for fix stress_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount c_mystress[1] c_mystress[2] c_mystress[3] density/number
1000000 1500 310000
  471 -2.95 51.088 754.197 3807.78 1904.11 0.102176
  472 -2.85 50.86 2080.33 796.804 1025.96 0.10172
  473 -2.75 50.66 -950.956 -3405.88 532.73 0.10132
  474 -2.65 50.405 -2901.35 974.847 -6099.86 0.10081
  475 -2.55 50.704 -2184.94 4540.84 282.341 0.101408
  476 -2.45 50.797 -230.863 -9.46186 65.5433 0.101594
  477 -2.35 50.366 2733.01 -2225.11 -90.581 0.100732
  478 -2.25 50.343 -307.865 -127.96 7300.09 0.100686
  479 -2.15 50.775 1058.63 2596.3 -1820.29 0.10155
  480 -2.05 50.657 740.363 -4688.25 889.255 0.101314
  481 -1.95 50.721 684.532 1201.39 880.122 0.101442
  482 -1.85 50.599 -3572.78 -2900.26 459.805 0.101198
  483 -1.75 50.713 -3253.93 -445.481 317.356 0.101426
  484 -1.65 51.033 6755.48 4766.65 -1542.14 0.102066
  485 -1.55 50.229 -381.65 9819.32 989.375 0.100458
  486 -1.45 50.333 6163.95 -4504.88 2612.92 0.100666
  487 -1.35 50.515 -625.969 -1693 -8847.42 0.10103
  488 -1.25 50.578 -2239.4 -3661.67 4109.36 0.101156
  489 -1.15 50.698 -67.0184 3008.02 -3086.6 0.101396
  490 -1.05 50.239 1287.24 -1735.46 1094.98 0.100478
  491 -0.95 50.444 3332.44 445.91 491.049 0.100888
  492 -0.85 50.401 -256.881 -1368.54 1403.58 0.100802
  493 -0.75 50.541 283.724 -2519.14 2855.13 0.101082
  494 -0.65 50.558 6237.3 -541.079 1253.99 0.101116
  495 -0.55 50.329 -4075.43 -1182.79 679.583 0.100658
  496 -0.45 50.38 5340.39 5116.07 469.137 0.10076
  497 -0.35 50.405 6510.47 3777.86 1446.66 0.10081
  498 -0.25 50.458 2279.69 -879.929 440.354 0.100916
  499 -0.15 50.408 913.227 -352.497 1616.63 0.100816
  500 -0.05 50.49 -4301.79 -4120.85 -6157.25 0.10098
  501 0.05 50.831 182.023 733.623 -1537.17 0.101662
  502 0.15 49.996 -799.194 6465.73 -1521.71 0.099992
  503 0.25 50.951 -4132.84 1994.48 5676.44 0.101902
  504 0.35 50.583 586.809 5112.04 399.513 0.101166
  505 0.45 50.203 1128.46 2353.5 -17.0623 0.100406
  506 0.55 50.903 747.722 -2214.83 -5583.07 0.101806
  507 0.65 50.51 -1618.67 -744.026 -1084.52 0.10102
  508 0.75 50.718 -1928.36 -399.43 140.385 0.101436
  509 0.85 50.248 -7215.56 -2239.4 -2283.16 0.100496
  510 0.95 50.482 -1589.41 -1239.68 2072.21 0.100964
  511 1.05 50.769 3694.09 2820.06 204.578 0.101538
  512 1.15 50.741 2332.31 -1112.85 -689.318 0.101482
  513 1.25 50.627 5536.03 461.43 -4552.12 0.101254
  514 1.35 50.692 3764.14 617.803 3171.08 0.101384
  515 1.45 50.683 3867.97 8347.37 4224.58 0.101366
  516 1.55 50.613 2118.18 5366.37 2728.18 0.101226
  517 1.65 50.924 -4038.39 -4099.81 268.004 0.101848
  518 1.75 50.865 1788.52 1997.62 -634.594 0.10173
  519 1.85 50.279 2971.56 -7340.09 -898.672 0.100558
  520 1.95 50.619 263.483 756.957 -2354.8 0.101238
  521 2.05 51.004 4074.49 379.598 1174.05 0.102008
  522 2.15 51.084 -673.028 -1309.13 -3370.55 0.102168
  523 2.25 50.433 -5892.6 -1915.01 -3314.4 0.100866
  524 2.35 50.64 -3841.18 -3943.37 1192.75 0.10128
  525 2.45 50.643 -3108.21 714.72 885.48 0.101286
  526 2.55 50.147 -351.028 -2896.16 1424.17 0.100294
  527 2.65 50.565 -68.497 -3942.13 -5081.38 0.10113
  528 2.75 50.288 2184.96 3152.07 3075.92 0.100576
  529 2.85 50.838 -1892.82 -675.376 7353.68 0.101676
  530 2.95 50.494 -1683.85 -2031.73 1131.9 0.100988
  531 3.05 50.952 -1911.63 -2122.73 -1894.41 0.101904
  532 3.15 50.508 -442.225 4465.7 3918.85 0.101016
  533 3.25 50.731 839.958 -3137.15 1531.29 0.101462
  534 3.35 50.77 3303.34 1742.87 3125.09 0.10154
  535 3.45 50.742 10124.3 1280.1 5064.66 0.101484
  536 3.55 50.973 -2370.9 6614.06 -3668.52 0.101946
  537 3.65 51.462 3743.61 1063.59 -807.074 0.102924
  538 3.75 51.354 5102.67 4789.29 -3120.3 0.102708
  539 3.85 50.761 -2804.62 -1720.13 1479.52 0.101522
  540 3.95 50.976 3872.17 -2187.75 807.942 0.101952
  541 4.05 50.836 1786.07 2142.87 -3334.8 0.101672
  542 4.15 51.045 -3807.48 -4788.97 -5895.73 0.10209
  543 4.25 50.999 55.2144 3358.48 514.683 0.101998
  544 4.35 50.591 1754.94 -1039.57 -3155.79 0.101182
  545 4.45 51.005 -6413.64 -8878.4 -5186.26 0.10201
  546 4.55 50.301 2557.33 2719.67 -5574.48 0.100602
  547 4.65 50.25 -1345.79 4239.27 -5117.44 0.1005
  548 4.75 49.917 -6046.42 -1887.11 -8026.07 0.099834
  549 4.85 49.964 -2299.19 -7080.7 841.533 0.099928
  550 4.95 49.769 -3465.36 2443.73 892.283 0.099538
  551 5.05 49.869 -1630.73 -4700.68 -130.865 0.099738
  552 5.15 49.52 -911.652 -2167.13 3270.93 0.09904
  553 5.25 49.489 3031.4 6678.34 9046.93 0.098978
  554 5.35 49.422 2697 459.863 4979.53 0.098844
  555 5.45 49.818 -101.099 3906.75 8761.75 0.099636
  556 5.55 49.66 -1145.3 2988.33 5537.7 0.09932
  557 5.65 50.102 3628.95 3429 10567.5 0.100204
  558 5.75 50.007 4715.94 87.4322 9823.87 0.100014
  559 5.85 50.223 -3971.39 -2019.39 2738.37 0.100446
  560 5.95 50.809 1260.11 -1702.75 4605.94 0.101618
  561 6.05 50.593 10442.6 4968.95 1188.26 0.101186
  562 6.15 50.788 -4189.85 -215.494 -1035.12 0.101576
  563 6.25 51.556 -4374.1 -949.342 762.823 0.103112
  564 6.35 51.824 -2591.48 924.417 -117.605 0.103648
  565 6.45 52.104 218.593 -2511.05 1849.05 0.104208
  566 6.55 52.032 -442.953 2517.81 -1103.47 0.104064
  567 6.65 52.232 1090.23 -382.334 -2904.43 0.104464
  568 6.75 52.439 -10116.6 -8088.3 -7320.65 0.104878
  569 6.85 52.373 3333.96 5856.94 -3547.64 0.104746
  570 6.95 52.461 -5535.88 -3895.54 -4967.74 0.104922
  571 7.05 52.187 3537.13 -3680.33 -2097.49 0.104374
  572 7.15 52.688 3778.39 -2247.11 -5984.96 0.105376
  573 7.25 52.385 7951.31 4495.23 -6084.18 0.10477
  574 7.35 52.146 719.515 2574.55 -8912.19 0.104292
  575 7.45 52.375 6105.9 5204.08 -4276.49 0.10475
  576 7.55 51.935 7349.53 2165.36 -4418.42 0.10387
  577 7.65 51.431 6665.2 7585.17 -8100.71 0.102862
  578 7.75 51.277 6139.49 5527.64 -1761.47 0.102554
  579 7.85 50.442 17792.6 6640.71 -2817.62 0.100884
  580 7.95 50.044 -3733.81 -2.59083 -9856.02 0.100088
  581 8.05 49.914 576.252 3807.4 -6399.16 0.099828
  582 8.15 48.873 3525.85 -3264.72 -7528.02 0.097746
  583 8.25 48.02 -14859.8 -9022.81 -9764.48 0.09604
  584 8.35 47.463 -9960.71 -6908.16 -15964.4 0.094926
  585 8.45 46.825 -10387.7 -9410.33 -4954.33 0.09365
  586 8.55 46.724 -17971.7 -15095.5 -5402.86 0.093448
  587 8.65 46.205 -21871.2 -19134.9 2086.8 0.09241
  588 8.75 46.037 -18759.8 -22747.2 10127.2 0.092074
  589 8.85 45.932 -15928.5 -19203 17734.2 0.091864
  590 8.95 46.059 -23208.3 -16510.3 26000 0.092118
  591 9.05 46.509 -22468.7 -19169.1 26288.1 0.093018
  592 9.15 46.768 -17497.6 -17002.4 33756.9 0.093536
  593 9.25 47.182 -17563.9 -12843.9 40666.2 0.094364
  594 9.35 48.079 -4659.1 -6720.1 44993.9 0.096158
  595 9.45 49.451 11952.5 8851.27 45187.9 0.098902
  596 9.55 50.819 15981.1 18962.3 51274.5 0.101638
  597 9.65 52.491 25570.5 28983.9 49813.4 0.104982
  598 9.75 54.599 37216.6 36058.8 42670 0.109198
  599 9.85 57.216 44057.6 42995.3 38070.8 0.114432
  600 9.95 59.064 38904.2 40145.5 29655.7 0.118128
  601 10.05 61.198 40067.4 37769.1 14396.8 0.122396
  602 10.15 62.997 32847.9 29157.1 -5012.45 0.125994
  603 10.25 65.037 24827.5 20830.1 -24593.5 0.130074
  604 10.35 66.5 5770.77 5900.55 -49252.6 0.133
  605 10.45 66.672 -1521.27 -5581.33 -70395.9 0.133344
  606 10.55 66.507 -21506.7 -22357.3 -89624.6 0.133014
  607 10.65 64.539 -40427 -34977.4 -110377 0.129078
  608 10.75 61.376 -48014.7 -47999.1 -126830 0.122752
  609 10.85 57.812 -53626.2 -49603.6 -126783 0.115624
  610 10.95 53.728 -57393.6 -55021.8 -115548 0.107456
  611 11.05 49.477 -52414.4 -51102.4 -100755 0.098954
  612 11.15 45.825 -47987.4 -46234.6 -68553.8 0.09165
  613 11.25 42.231 -22920.9 -24677.2 -19457.3 0.084462
  614 11.35 39.502 -8127.75 -14546.6 22016 0.079004
  615 11.45 37.722 -625.43 1951.47 71146.5 0.075444
  616 11.55 36.28 24009.4 20764.8 120268 0.07256
  617 11.65 35.047 36762.9 36443.1 161339 0.070094
  618 11.75 34.804 50092.3 50398.4 191277 0.069608
  619 11.85 34.499 60895.2 58682.8 221954 0.068998
  620 11.95 34.34 68122.1 67881.9 236769 0.06868
  621 12.05 34.846 59940.2 69878.4 252288 0.069692
  622 12.15 35.285 59727.2 60005.4 251083 0.07057
  623 12.25 35.918 47707.2 49952.8 237255 0.071836
  624 12.35 36.424 34146.4 38815.1 217973 0.072848
  625 12.45 38.121 3633.92 943.463 193278 0.076242
  626 12.55 40.697 -22943.2 -27658.2 155110 0.081394
  627 12.65 44.122 -59268.8 -60876.1 117032 0.088244
  628 12.75 50.425 -92701.7 -88256 80084.2 0.10085
  629 12.85 58.936 -110544 -106569 57891.1 0.117872
  630 12.95 70.456 -109383 -110983 27815.5 0.140912
  631 13.05 82.866 -92651.2 -93830.5 6418.85 0.165732
  632 13.15 95.301 -67933.8 -68978.4 -13815.1 0.190602
  633 13.25 105.927 -39365.4 -40342.3 -27405 0.211854
  634 13.35 113.988 1580.87 2166.97 -33359 0.227976
  635 13.45 116.816 27363.4 27350.4 -44720.2 0.233632
  636 13.55 115.881 42316.8 40748.3 -47355.1 0.231762
  637 13.65 110.566 47068.2 44170.5 -52631.2 0.221132
  638 13.75 100.7 41478.7 41324.8 -62071 0.2014
  639 13.85 88.417 31328.3 32807 -69188.1 0.176834
  640 13.95 74.922 21767 21441.7 -81004.6 0.149844
  641 14.05 60.165 11328.3 8053.42 -97225 0.12033
  642 14.15 46.402 -1333.85 1633.34 -113277 0.092804
  643 14.25 34.589 26330 22923.5 -127022 0.069178
  644 14.35 24.56 64121.6 61442 -133371 0.04912
  645 14.45 18.022 110202 110086 -124073 0.036044
  646 14.55 14.056 194109 192256 -95602.5 0.028112
  647 14.65 11.659 251627 245705 -60293.7 0.023318
  648 14.75 9.021 214153 216303 -77529.2 0.018042
  649 14.85 8.141 252880 257331 -53788.6 0.016282
  650 14.95 6.45 223617 222698 -73890.3 0.0129
  651 15.05 5.143 210053 221986 -70375.2 0.010286
  652 15.15 4.299 244840 254113 -34503.3 0.008598
  653 15.25 2.824 219975 206105 -71578.3 0.005648
  654 15.35 2.374 242876 262321 -33826.3 0.004748
  655 15.45 1.892 261335 232703 -31394.1 0.003784
  656 15.55 1.135 206060 160126 -53482 0.00227
  657 15.65 2.602 228801 308131 43478.6 0.005204
  658 15.75 4.918 682550 548558 341837 0.009836
  659 15.85 19.319 1.4468e+06 1.44785e+06 949024 0.038638
  660 15.95 52.981 1.59614e+06 1.59456e+06 1.04882e+06 0.105962
  661 16.05 92.91 1.63837e+06 1.6389e+06 1.07711e+06 0.18582
  662 16.15 107.307 1.63472e+06 1.63472e+06 1.07623e+06 0.214614
  663 16.25 74.874 1.62898e+06 1.62851e+06 1.07367e+06 0.149748
  664 16.35 26.829 1.63086e+06 1.63123e+06 1.07623e+06 0.053658
  665 16.45 13.251 1.26963e+06 1.27069e+06 837432 0.026502
  666 16.55 1.277 166503 165779 109168 0.002554
  667 16.65 1.644 78127.4 78980.8 53128.7 0.003288
  668 16.75 1.234 58820.8 53805.5 35923.5 0.002468
  669 16.85 1.662 79589.2 79938.3 53691.3 0.003324
  670 16.95 1.644 80323.9 79044.1 52812.2 0.003288
  671 17.05 1.249 69228.6 68601.5 65241 0.002498
  672 17.15 1.637 105641 106430 98538.8 0.003274
  673 17.25 0.847 -1438.12 994.806 0.639049 0.001694
  674 17.35 1.257 68927.8 68887 65094.7 0.002514
  675 17.45 0.801 2353.68 1332.3 -781.622 0.001602
  676 17.55 0.817 -1811.69 3362.1 -4344.99 0.001634
  677 17.65 1.166 73381.7 71203.4 69526.8 0.002332
  678 17.75 1.192 55337.5 55490 36362.9 0.002384
  679 17.85 1.176 72394.6 71366.3 70830.1 0.002352
  680 17.95 1.195 70888.6 69812.5 65951.2 0.00239
  681 18.05 0.777 3089.89 5370.14 4396.96 0.001554
  682 18.15 2.391 142323 142488 135103 0.004782
  683 18.25 4.791 712071 712008 677692 0.009582
  684 18.35 19.142 1.86753e+06 1.86749e+06 1.77326e+06 0.038284
  685 18.45 52.78 2.06044e+06 2.06147e+06 1.95844e+06 0.10556
  686 18.55 92.777 2.1081e+06 2.10745e+06 2.00104e+06 0.185554
  687 18.65 107.09 2.10554e+06 2.10583e+06 1.99858e+06 0.21418
  688 18.75 75.179 2.09526e+06 2.09503e+06 1.9848e+06 0.150358
  689 18.85 26.724 2.09804e+06 2.09781e+06 1.99154e+06 0.053448
  690 18.95 13.179 1.63395e+06 1.6342e+06 1.55103e+06 0.026358
  691 19.05 1.199 209518 212874 199047 0.002398
  692 19.15 1.555 110717 110181 102404 0.00311
  693 19.25 1.108 75358.5 78550.5 73654.2 0.002216
  694 19.35 1.511 113559 113438 107357 0.003022
  695 19.45 1.53 111212 112473 106742 0.00306
  696 19.55 1.082 79833 80935.2 76255.4 0.002164
  697 19.65 1.582 110952 109930 104750 0.003164
  698 19.75 0.704 -3251.67 -1980 2039.64 0.001408
  699 19.85 1.526 99866.1 100826 84964.5 0.003052
  700 19.95 0.697 3201.07 -2709.8 3867.58 0.001394
  701 20.05 0.7 4948.06 1539.82 -894.624 0.0014
  702 20.15 1.135 76578.4 74230 73459.3 0.00227
  703 20.25 1.111 78818.8 79374.3 74907.1 0.002222
  704 20.35 1.101 77786 78098 76212.7 0.002202
  705 20.45 1.074 79397.7 80083.8 79160.3 0.002148
  706 20.55 0.669 1971.9 -758.167 222.624 0.001338
  707 20.65 2.246 154036 153436 149861 0.004492
  708 20.75 4.638 724249 725634 707146 0.009276
  709 20.85 19.453 1.88639e+06 1.88569e+06 1.83538e+06 0.038906
  710 20.95 52.704 2.07972e+06 2.0812e+06 2.03254e+06 0.105408
  711 21.05 92.64 2.12751e+06 2.12776e+06 2.0773e+06 0.18528
  712 21.15 107.023 2.12472e+06 2.12413e+06 2.07422e+06 0.214046
  713 21.25 75.043 2.11925e+06 2.1194e+06 2.06935e+06 0.150086
  714 21.35 26.633 2.11768e+06 2.11704e+06 2.06809e+06 0.053266
  715 21.45 12.991 1.66143e+06 1.66064e+06 1.61976e+06 0.025982
  716 21.55 1.031 215391 217261 209286 0.002062
  717 21.65 1.409 121485 121441 120065 0.002818
  718 21.75 1.014 82952.9 84555.7 79352.9 0.002028
  719 21.85 1.821 131423 132971 115933 0.003642
  720 21.95 1.441 120588 118151 116691 0.002882
  721 22.05 1.017 83871 84194.4 79946.9 0.002034
  722 22.15 1.408 119737 120886 109146 0.002816
  723 22.25 0.565 -993.279 -5392.24 -2322.2 0.00113
  724 22.35 1.397 120346 121803 113967 0.002794
  725 22.45 0.63 7054.56 1158.94 -777.119 0.00126
  726 22.55 0.597 -955.015 -4548.18 5973.44 0.001194
  727 22.65 0.989 85730.4 84396.4 78157.2 0.001978
  728 22.75 1 87044.7 90142.1 84543.2 0.002
  729 22.85 1.387 107502 107125 86495.8 0.002774
  730 22.95 0.958 88320.5 89808.8 80565.7 0.001916
  731 23.05 0.48 -1292.41 -2381.51 -1485.92 0.00096
  732 23.15 2.12 158094 159935 147432 0.00424
  733 23.25 4.555 724973 723223 667412 0.00911
  734 23.35 19.293 1.87233e+06 1.8722e+06 1.72595e+06 0.038586
  735 23.45 52.54 2.06168e+06 2.06122e+06 1.89922e+06 0.10508
  736 23.55 92.506 2.09831e+06 2.09847e+06 1.93485e+06 0.185012
  737 23.65 106.889 2.09625e+06 2.09634e+06 1.93183e+06 0.213778
  738 23.75 75.269 2.09234e+06 2.09262e+06 1.92584e+06 0.150538
  739 23.85 26.416 2.09488e+06 2.09411e+06 1.93056e+06 0.052832
  740 23.95 12.823 1.64856e+06 1.64811e+06 1.51766e+06 0.025646
  741 24.05 0.808 206583 207778 194819 0.001616
  742 24.15 1.219 138612 138428 127068 0.002438
  743 24.25 0.799 105000 107462 96610 0.001598
  744 24.35 1.613 156343 158179 146111 0.003226
  745 24.45 1.196 138494 139095 129660 0.002392
  746 24.55 1.191 109252 109971 71842.5 0.002382
  747 24.65 1.165 111203 111240 73090 0.00233
  748 24.75 0.346 -3098.81 -2477.17 5057.13 0.000692
  749 24.85 1.151 130903 129922 110146 0.002302
  750 24.95 0.335 13481.9 9426.2 -2219.26 0.00067
  751 25.05 0.369 4099.67 3648.55 -1086.81 0.000738
  752 25.15 1.083 122170 123225 78922.4 0.002166
  753 25.25 0.701 117882 121217 112253 0.001402
  754 25.35 1.12 134473 133090 110999 0.00224
  755 25.45 0.691 95798.9 93552.5 63503.6 0.001382
  756 25.55 0.255 1784.01 1617.11 224.652 0.00051
  757 25.65 2.27 142382 141688 95804.4 0.00454
  758 25.75 4.256 576049 576937 390897 0.008512
  759 25.85 19.074 1.43084e+06 1.43135e+06 974713 0.038148
  760 25.95 52.278 1.57329e+06 1.57414e+06 1.06222e+06 0.104556
  761 26.05 92.267 1.59129e+06 1.59127e+06 1.07432e+06 0.184534
  762 26.15 106.7 1.58921e+06 1.58911e+06 1.07234e+06 0.2134
  763 26.25 75.514 1.5968e+06 1.59683e+06 1.08525e+06 0.151028
  764 26.35 26.285 1.58733e+06 1.58725e+06 1.07082e+06 0.05257
  765 26.45 12.715 1.25235e+06 1.25264e+06 844068 0.02543
  766 26.55 0.688 156399 159265 109079 0.001376
  767 26.65 1.063 119578 116981 80378.4 0.002126
  768 26.75 0.662 98856.1 97549.9 66298.5 0.001324
  769 26.85 1.462 146725 146247 115029 0.002924
  770 26.95 1.015 125318 126317 85876.3 0.00203
  771 27.05 0.616 139780 137426 128628 0.001232
  772 27.15 0.187 -953.462 -2208.27 2194.15 0.000374
  773 27.25 0.212 7425.51 8872.71 -290.895 0.000424
  774 27.35 0.999 151675 154360 121340 0.001998
  775 27.45 0.193 2564.67 10008.3 1549.03 0.000386
  776 27.55 0.193 -637.573 2437.63 5173.81 0.000386
  777 27.65 0.588 145598 141777 138595 0.001176
  778 27.75 0.608 105653 106638 71904.3 0.001216
  779 27.85 0.605 139941 142629 139323 0.00121
  780 27.95 0.198 -2275.65 3946.28 3013.11 0.000396
  781 28.05 0.22 1022.37 1322.32 276.54 0.00044
  782 28.15 0.606 143581 139781 134173 0.001212
  783 28.25 0.231 5809.28 1584.49 3335.28 0.000462
  784 28.35 0.628 130569 132691 122602 0.001256
  785 28.45 0.213 10377.9 7079.9 -9308.07 0.000426
  786 28.55 0.23 5015.82 5603.68 -4814.54 0.00046
  787 28.65 0.23 3852.54 4359.87 -7748.45 0.00046
  788 28.75 1.398 168313 167632 147765 0.002796
  789 28.85 0.173 -4921.11 4180 -2900.53 0.000346
  790 28.95 0.176 10392 3652.85 4698.08 0.000352
  791 29.05 0.552 119490 118159 76556.5 0.001104
  792 29.15 0.18 -834.914 2677.37 -3502.29 0.00036
  793 29.25 0.178 1488.66 10430.7 1945.7 0.000356
  794 29.35 0.562 152329 152367 140814 0.001124
  795 29.45 0.169 564.675 7384.14 5328.15 0.000338
  796 29.55 0.54 158907 158976 155040 0.00108
  797 29.65 0.129 -7880.77 -4082.25 2655.69 0.000258
  798 29.75 0.139 -2461.11 -11064.4 4102.92 0.000278
  799 29.85 0.941 158660 158622 131688 0.001882
  800 29.95 0.138 4480.56 6724.38 5042.13 0.000276
  801 30.05 0.142 5226.56 13376.1 5915.36 0.000284
  802 30.15 0.54 159832 161195 156647 0.00108
  803 30.25 0.164 -4683.26 -8239.6 6085.55 0.000328
  804 30.35 0.55 153022 153637 142916 0.0011
  805 30.45 0.161 -4173.05 -9098.28 -1600.93 0.000322
  806 30.55 0.161 4275.33 10675.1 -1229.79 0.000322
  807 30.65 0.526 163090 163356 158170 0.001052
  808 30.75 0.174 1045.67 -920.821 -3301.56 0.000348
  809 30.85 0.554 116288 113885 78826.2 0.001108
  810 30.95 0.175 -1595.98 -5411.05 -3814.76 0.00035
  811 31.05 0.149 10700 6326.9 7682.53 0.000298
  812 31.15 0.541 119718 123160 79364.4 0.001082
  813 31.25 0.926 186294 184444 174904 0.001852
  814 31.35 0.118 952.103 -588.019 4585.24 0.000236
  815 31.45 0.106 -2776.12 -58.1668 -16197.6 0.000212
  816 31.55 0.501 171426 173865 159270 0.001002
  817 31.65 0.118 -12016.9 7106.97 4912.59 0.000236
  818 31.75 0.102 10705.7 9495.22 3760.41 0.000204
  819 31.85 0.493 128613 128564 86304.7 0.000986
  820 31.95 0.089 2151.79 -432.145 8018.03 0.000178
  821 32.05 0.495 170842 170618 157935 0.00099
  822 32.15 0.099 5417.03 -6343.59 -1893.46 0.000198
  823 32.25 0.089 -3111.26 -3372.12 10348.8 0.000178
  824 32.35 0.494 175718 175598 171415 0.000988
  825 32.45 0.103 -4272.54 -6376.73 2379.03 0.000206
  826 32.55 0.088 11803.2 8086.09 4593.99 0.000176
  827 32.65 0.509 164096 164427 153089 0.001018
  828 32.75 0.104 -3925.54 5597.45 1882.21 0.000208
  829 32.85 0.487 131613 135312 87520.3 0.000974
  830 32.95 0.091 14711.5 13161.4 -4297.51 0.000182
  831 33.05 0.086 7238.65 678.849 7991.1 0.000172
  832 33.15 0.483 173731 174989 160824 0.000966
  833 33.25 0.077 -4493.16 -1622.35 -2535.01 0.000154
  834 33.35 0.07 3202.24 -11201.9 3622.74 0.00014
  835 33.45 0.468 141383 141217 91501 0.000936
  836 33.55 0.068 9845.56 -7837.96 646.896 0.000136
  837 33.65 0.463 183937 183176 170643 0.000926
  838 33.75 0.858 173162 173031 141013 0.001716
  839 33.85 0.059 4432.16 -690.707 6940.88 0.000118
  840 33.95 0.044 10698.4 14075.3 -8716.07 8.8e-05
  841 34.05 0.451 191089 190831 184501 0.000902
  842 34.15 0.045 -21300.1 10556.3 4710.81 9e-05
  843 34.25 0.043 -16903.6 -3037.86 6121.49 8.6e-05
  844 34.35 0.06 -808.129 4004.2 -6058.69 0.00012
  845 34.45 0.066 -14631.3 6209.02 -8449.36 0.000132
  846 34.55 0.455 142698 142694 94333.5 0.00091
  847 34.65 0.037 18441.6 -2070.53 -7582.24 7.4e-05
  848 34.75 0.045 -2860.3 -6142.48 12835.4 9e-05
  849 34.85 0.443 191525 191144 175535 0.000886
  850 34.95 0.041 11936.9 8866.34 149.392 8.2e-05
  851 35.05 0.03 13781 12189.4 -2202.39 6e-05
  852 35.15 0.427 149913 148309 101423 0.000854
  853 35.25 0.018 -12241.5 -13950.2 3166.52 3.6e-05
  854 35.35 0.022 6934.61 27432.5 -7561.49 4.4e-05
  855 35.45 0.026 -13705.9 -16734.4 -7563.37 5.2e-05
  856 35.55 0.421 155272 154799 103389 0.000842
  857 35.65 0.415 154654 155022 103516 0.00083
  858 35.75 0.017 23298.9 12832.9 -9369.95 3.4e-05
  859 35.85 0.021 -738.886 -17472 -15893.2 4.2e-05
  860 35.95 0.418 203661 203061 188125 0.000836
  861 36.05 0.012 21350.8 9851.52 -30746.1 2.4e-05
  862 36.15 0.409 210585 210274 202096 0.000818
  863 36.25 0.405 157933 158142 106197 0.00081
  864 36.35 0.006 24928.7 33599.6 -1809.24 1.2e-05
  865 36.45 0.005 -16992.2 -3940.05 -657.084 1e-05
  866 36.55 0.406 208067 208426 190198 0.000812
  867 36.65 0 0 0 0 0
  868 36.75 0.003 18696.6 38632.8 1186.07 6e-06
  869 36.85 0.002 -8446.22 25668.1 25817.9 4e-06
  870 36.95 0.002 41382.5 8719.85 -9830.68 4e-06
  871 37.05 0 0 0 0 0
  872 37.15 0.001 27832.3 -18963.9 -11719.2 2e-06
  873 37.25 0.401 162420 162088 110085 0.000802
  874 37.35 0.4 159782 159782 106862 0.0008
  875 37.45 0.001 -1370.69 1642.91 -15538.6 2e-06
  876 37.55 0 0 0 0 0
  877 37.65 0 0 0 0 0
  878 37.75 0 0 0 0 0
  879 37.85 0 0 0 0 0
  880 37.95 0 0 0 0 0
  881 38.05 0.4 212164 212164 196625 0.0008
  882 38.15 0 0 0 0 0
  883 38.25 0 0 0 0 0
  884 38.35 0.4 161350 161492 111060 0.0008
  885 38.45 0.4 214608 214608 206684 0.0008
  886 38.55 0 0 0 0 0
  887 38.65 0.4 211416 211415 192389 0.0008
  888 38.75 0 0 0 0 0
  889 38.85 0 0 0 0 0
  890 38.95 0 0 0 0 0
  891 39.05 0.4 159782 159782 106090 0.0008
  892 39.15 0 0 0 0 0
  893 39.25 0 0 0 0 0
  894 39.35 0 0 0 0 0
  895 39.45 0 0 0 0 0
  896 39.55 0 0 0 0 0
  897 39.65 0 0 0 0 0
  898 39.75 0.4 211942 211942 196289 0.0008
  899 39.85 0 0 0 0 0
  900 39.95 0 0 0 0 0
  901 40.05 0 0 0 0 0
  902 40.15 0 0 0 0 0
  903 40.25 0 0 0 0 0
  904 40.35 0 0 0 0 0
  905 40.45 0 0 0 0 0
  906 40.55 0.4 214577 214578 207285 0.0008
  907 40.65 0 0 0 0 0
  908 40.75 0 0 0 0 0
  909 40.85 0.4 211704 211704 195891 0.0008
  910 40.95 0.4 211413 211413 192412 0.0008
  911 41.05 0 0 0 0 0
  912 41.15 0.4 159782 159782 105411 0.0008
  913 41.25 0 0 0 0 0
  914 41.35 0 0 0 0 0
  915 41.45 0 0 0 0 0
  916 41.55 0 0 0 0 0
  917 41.65 0 0 0 0 0
  918 41.75 0 0 0 0 0
  919 41.85 0 0 0 0 0
  920 41.95 0 0 0 0 0
  921 42.05 0 0 0 0 0
  922 42.15 0 0 0 0 0
  923 42.25 0.4 214545 214545 207748 0.0008
  924 42.35 0 0 0 0 0
  925 42.45 0 0 0 0 0
  926 42.55 0 0 0 0 0
  927 42.65 0 0 0 0 0
  928 42.75 0 0 0 0 0
  929 42.85 0 0 0 0 0
  930 42.95 0 0 0 0 0
  931 43.05 0.4 211410 211410 193160 0.0008
  932 43.15 0 0 0 0 0
  933 43.25 0 0 0 0 0
  934 43.35 0.4 214511 214511 208198 0.0008
  935 43.45 0.4 159782 159782 105463 0.0008
  936 43.55 0 0 0 0 0
  937 43.65 0 0 0 0 0
  938 43.75 0 0 0 0 0
  939 43.85 0 0 0 0 0
  940 43.95 0 0 0 0 0
  941 44.05 0 0 0 0 0
  942 44.15 0 0 0 0 0
  943 44.25 0 0 0 0 0
  944 44.35 0 0 0 0 0
  945 44.45 0 0 0 0 0
  946 44.55 0 0 0 0 0
  947 44.65 0 0 0 0 0
  948 44.75 0.4 211407 211407 193772 0.0008
  949 44.85 0 0 0 0 0
