LAMMPS data file via write_data, version 30 Jul 2021, timestep = 0

10000 atoms
5 atom types
4000 bonds
1 bond types
2000 angles
1 angle types

-35.355339 35.355339 xlo xhi
-35.355339 35.355339 ylo yhi
-100 100 zlo zhi

Masses

1 28.085
2 28.085
3 28.085
4 1.008
5 15.999

Bond Coeffs # harmonic

1 517.63 1

Angle Coeffs # harmonic

1 37.9505 109.47

Atoms # full

1 1 1 0 -34.29625353328578 -34.294531464274534 -46.67456517617751 0 0 0
2 1 1 0 -30.75860053783818 -34.29508550227935 -46.67475255981235 0 0 0
21 1 1 0 -34.29426770867237 -30.75893641141477 -46.674271087650496 0 0 0
22 1 1 0 -30.75992414881288 -30.75922096825902 -46.67432114777832 0 0 0
401 1 1 0 -32.52726794709257 -32.52809567463596 -45.20799440608193 0 0 0
402 1 1 0 -28.992248004071797 -32.52726256474441 -45.20799287075617 0 0 0
421 1 1 0 -32.5271287146616 -28.989832580651154 -45.208214550333615 0 0 0
422 1 1 0 -28.991516830140302 -28.991397594941322 -45.2083119142298 0 0 0
801 1 1 0 -34.29588642794697 -34.29474272004491 -43.7485388471559 0 0 0
802 1 1 0 -30.75886459084569 -34.29528194274969 -43.74830546522157 0 0 0
821 1 1 0 -34.29409653937479 -30.758557719892558 -43.748071005888356 0 0 0
822 1 1 0 -30.759936255151395 -30.75879291764803 -43.74814186857999 0 0 0
3 1 1 0 -27.224909305334474 -34.29565354639848 -46.6747078906231 0 0 0
4 1 1 0 -23.68812571021847 -34.29492788096047 -46.67543035124762 0 0 0
23 1 1 0 -27.224444297856657 -30.760067752306842 -46.67506533409458 0 0 0
24 1 1 0 -23.68872633462165 -30.760214001379943 -46.67528571565746 0 0 0
403 1 1 0 -25.45695477447789 -32.52801000800067 -45.208571166973805 0 0 0
404 1 1 0 -21.919659342016867 -32.52725791980808 -45.20899360541472 0 0 0
423 1 1 0 -25.45649860679699 -28.99198455848759 -45.20877439192958 0 0 0
424 1 1 0 -21.920853707163133 -28.99167922543653 -45.20881863295813 0 0 0
803 1 1 0 -27.22452173828536 -34.295558203105045 -43.748049790809745 0 0 0
804 1 1 0 -23.687672303135937 -34.294449776912344 -43.74887218947057 0 0 0
823 1 1 0 -27.224042202198486 -30.759747504335486 -43.748692195974925 0 0 0
824 1 1 0 -23.688476226484163 -30.76017528613214 -43.74930070232659 0 0 0
5 1 1 0 -20.15158556176176 -34.295889399103224 -46.67527095310797 0 0 0
6 1 1 0 -16.617311574783148 -34.29494609796181 -46.67507905372361 0 0 0
25 1 1 0 -20.152225855118793 -30.75883016974333 -46.6756342384187 0 0 0
26 1 1 0 -16.616739720764482 -30.759367988537317 -46.675266261735395 0 0 0
405 1 1 0 -18.38474278592022 -32.52687876401285 -45.20860929783809 0 0 0
406 1 1 0 -14.848862696037616 -32.52762732940432 -45.208521410799776 0 0 0
425 1 1 0 -18.384285647170096 -28.991787529211784 -45.208531948267435 0 0 0
426 1 1 0 -14.849092028447831 -28.99169977649243 -45.20847710332719 0 0 0
805 1 1 0 -20.152142066917524 -34.29530729696249 -43.74866723495527 0 0 0
806 1 1 0 -16.61752146909377 -34.29418898198352 -43.748435472023004 0 0 0
825 1 1 0 -20.152635019795444 -30.758924613844773 -43.749053928525356 0 0 0
826 1 1 0 -16.616751383811103 -30.75952220780342 -43.748651146259945 0 0 0
7 1 1 0 -13.081907524283393 -34.29577035583618 -46.67455834338527 0 0 0
8 1 1 0 -9.54546879051291 -34.29548082850442 -46.67430806517987 0 0 0
27 1 1 0 -13.081431533777046 -30.759402611450906 -46.674916261479545 0 0 0
28 1 1 0 -9.544595101644893 -30.76020264844731 -46.67447405871982 0 0 0
407 1 1 0 -11.31347843066242 -32.52795755045223 -45.208363137589274 0 0 0
408 1 1 0 -7.777750042565863 -32.52878273378015 -45.207686405288534 0 0 0
427 1 1 0 -11.312734015411792 -28.99284548650904 -45.20841727981382 0 0 0
