step time temp atoms pxx pyy pzz lx ly lz
2000000 10000000 297.265029104196 1800 -201.142696625312 -153.046896322757 214.324308339795 50.5797662724272 50.5797662724272 50.5797662724272
2001000 10005000 298.539057066509 1800 -136.142814034171 135.963779446058 -267.642256396145 50.5741835043097 50.5741835043097 50.5741835043097
2002000 10010000 297.319195051769 1800 281.125058571698 228.248171378311 111.622300335658 50.5661372345458 50.5661372345458 50.5661372345458
2003000 10015000 296.622007725486 1800 334.457659347765 -75.8343472826722 110.969684404088 50.5871867422511 50.5871867422511 50.5871867422511
2004000 10020000 299.586173205187 1800 209.258401734977 290.121673113259 -208.668942985638 50.4988837340187 50.4988837340187 50.4988837340187
2005000 10025000 302.978773762178 1800 -193.211054497251 -51.4816160886616 -61.2796650391283 50.6202598457689 50.6202598457689 50.6202598457689
2006000 10030000 307.255183845897 1800 80.4450217786783 -23.5161185134609 -55.5518066040206 50.6808835070466 50.6808835070466 50.6808835070466
2007000 10035000 301.834311746665 1800 58.7772859643109 27.453326829214 -73.4254687728207 50.737869159246 50.737869159246 50.737869159246
2008000 10040000 296.154422074765 1800 397.67755028092 45.9507743736941 347.020608323835 50.4266196613809 50.4266196613809 50.4266196613809
2009000 10045000 292.871052165213 1800 -160.844517685421 -106.35673445983 336.068629550029 50.7305237458077 50.7305237458077 50.7305237458077
2010000 10050000 304.948896471863 1800 -119.466926247869 -404.387977432537 98.3377129662005 50.5507365288242 50.5507365288242 50.5507365288242
2011000 10055000 301.868222700892 1800 48.8769649303124 -47.5624428893374 93.5369457455309 50.5152292451758 50.5152292451758 50.5152292451758
2012000 10060000 299.701601824576 1800 -423.269556786084 -608.072378030392 -310.892272449894 50.6130535467661 50.6130535467661 50.6130535467661
2013000 10065000 298.594118869781 1800 90.7847944343063 -414.669024757093 42.7258181473397 50.7972321238394 50.7972321238394 50.7972321238394
2014000 10070000 297.68513789519 1800 29.0103119006928 137.132439406054 200.260926576701 50.5458601351 50.5458601351 50.5458601351
2015000 10075000 304.609035456794 1800 271.331697665639 504.137474622657 154.347186637198 50.6622880064788 50.6622880064788 50.6622880064788
2016000 10080000 296.006285562548 1800 6.7188325189551 539.170807813585 246.528639148375 50.6750204394352 50.6750204394352 50.6750204394352
2017000 10085000 293.488752715694 1800 -47.7615658490574 -298.830402574212 -191.245734185052 50.6563278709133 50.6563278709133 50.6563278709133
2018000 10090000 301.999770725819 1800 -105.077344920753 -301.17006323581 -204.802854169301 50.5748963646853 50.5748963646853 50.5748963646853
2019000 10095000 302.803218536216 1800 -40.1691471295694 10.2623132907711 430.356069718088 50.5328120004894 50.5328120004894 50.5328120004894
2020000 10100000 303.527590101365 1800 -56.6566582502471 252.035897352334 316.171972261841 50.5396748167591 50.5396748167591 50.5396748167591
2021000 10105000 293.313066176926 1800 205.224369525379 141.889440238791 -2.02394428457693 50.4086290753491 50.4086290753491 50.4086290753491
2022000 10110000 301.452032464566 1800 -37.0139286876354 -402.50656291676 -6.84190854640962 50.4824507181116 50.4824507181116 50.4824507181116
2023000 10115000 304.587853059171 1800 -481.746834201122 -735.568705677406 -400.888448138326 50.6295372447688 50.6295372447688 50.6295372447688
2024000 10120000 304.733309839368 1800 343.870648911304 -188.230562167386 -223.751854476342 50.4981738966661 50.4981738966661 50.4981738966661
2025000 10125000 301.803460429537 1800 138.399501490756 -320.843148819577 67.0525786219775 50.5444308577471 50.5444308577471 50.5444308577471
2026000 10130000 312.185721678481 1800 -122.438446467968 -372.285599710936 -236.111349693621 50.5292881667191 50.5292881667191 50.5292881667191
2027000 10135000 297.773147764922 1800 328.484661672319 -55.5700861906329 -52.6908309533485 50.5512327445195 50.5512327445195 50.5512327445195
2028000 10140000 302.624118903537 1800 78.1016640858452 114.249196319645 -178.519476317953 50.6040279097644 50.6040279097644 50.6040279097644
2029000 10145000 295.933903016235 1800 243.614265153625 -63.027873789329 332.551956961207 50.6238001286979 50.6238001286979 50.6238001286979
