step time temp atoms pxx pyy pzz lx ly lz upper_cmz
218000 218000 300.527923696399 31000 -10437.0558202775 -10451.4318149763 -8896.6275531595 70.710678 70.710678 150 21.0633695035728 
219000 219000 298.612115804813 31000 -10403.4230045511 -10512.2550454311 -8861.96944096677 70.710678 70.710678 150 21.132308578706 
220000 220000 298.838754957112 31000 -10332.4105653756 -10418.6802940293 -8866.90438694243 70.710678 70.710678 150 21.175311398752 
221000 221000 298.654709873001 31000 -10440.7341288109 -10430.8258235611 -8766.26571866152 70.710678 70.710678 150 21.1955619632043 
222000 222000 301.314456741114 31000 -10428.8285916505 -10437.8322932413 -8735.98044235237 70.710678 70.710678 150 21.2009517481317 
223000 223000 300.937495275911 31000 -10463.8636681465 -10377.6026087816 -8793.34718151104 70.710678 70.710678 150 21.2306353692123 
224000 224000 300.725477533245 31000 -10425.6294714025 -10374.5976653747 -8801.09889633459 70.710678 70.710678 150 21.1974572502268 
225000 225000 297.86264710482 31000 -10466.6749297398 -10288.8223735767 -8940.76686060153 70.710678 70.710678 150 21.2600193732815 
226000 226000 299.959750854715 31000 -10430.449140836 -10341.9628627493 -8816.43831476218 70.710678 70.710678 150 21.2408764950811 
227000 227000 296.095112698118 31000 -10434.1112608821 -10380.0277042755 -8875.72853989809 70.710678 70.710678 150 21.157413115568 
228000 228000 297.708603084402 31000 -10436.4544392955 -10365.1300258706 -8762.78997315606 70.710678 70.710678 150 21.0894212103833 
229000 229000 300.582406973456 31000 -10342.5490838449 -10512.9999930005 -8908.62288831552 70.710678 70.710678 150 21.0390080139519 
230000 230000 300.436933436865 31000 -10499.8569950971 -10404.897691475 -8882.03148952199 70.710678 70.710678 150 21.0111147887867 
231000 231000 299.517697045341 31000 -10308.9203753303 -10498.0271746452 -8741.64267496308 70.710678 70.710678 150 20.9779046446551 
232000 232000 298.304796607501 31000 -10347.5683507563 -10359.0839716511 -8782.52169121182 70.710678 70.710678 150 20.961347192907 
233000 233000 297.432731299854 31000 -10368.6843231898 -10330.6294446914 -8865.88607855223 70.710678 70.710678 150 20.9877390787517 
234000 234000 296.286501135841 31000 -10399.6655109926 -10428.4448394353 -8816.87539154035 70.710678 70.710678 150 20.9466928589667 
235000 235000 292.309924444035 31000 -10401.6244457804 -10327.3373483692 -8903.88065195483 70.710678 70.710678 150 20.9876146584073 
236000 236000 299.398616557412 31000 -10266.2204860018 -10399.0818704179 -8819.43013076335 70.710678 70.710678 150 20.9710913416904 
237000 237000 297.193568100131 31000 -10451.2713664386 -10362.2919899252 -8802.76668907662 70.710678 70.710678 150 21.0145473200297 
238000 238000 299.811104941941 31000 -10385.7329063962 -10321.6930136488 -8804.81513824709 70.710678 70.710678 150 21.0046447648365 
239000 239000 299.272312331523 31000 -10433.4259736717 -10391.9934303276 -8930.79579504656 70.710678 70.710678 150 21.0362703211727 
240000 240000 299.623770849966 31000 -10487.8073077573 -10350.7966357931 -8887.50163306821 70.710678 70.710678 150 21.02888418087 
241000 241000 298.652985439286 31000 -10297.3698713355 -10388.3522447696 -8922.48888227369 70.710678 70.710678 150 21.0345933968046 
242000 242000 298.41767881655 31000 -10437.0880456772 -10302.4343649356 -8852.39108679466 70.710678 70.710678 150 21.028525474708 
243000 243000 299.072397010268 31000 -10375.7942033436 -10435.5830456979 -8905.4394882287 70.710678 70.710678 150 20.9918044365278 
244000 244000 298.531975736164 31000 -10262.1499705757 -10392.2789608556 -8927.33319280205 70.710678 70.710678 150 21.0059224072033 
245000 245000 301.170553555285 31000 -10429.6138261818 -10476.5343304371 -8775.65437847818 70.710678 70.710678 150 20.987758520649 
246000 246000 300.267620538892 31000 -10439.2998713611 -10362.5968703088 -8752.72337918901 70.710678 70.710678 150 20.969012541203 
247000 247000 300.784192001124 31000 -10243.2801782522 -10280.5134763197 -8934.49672417497 70.710678 70.710678 150 20.9760416916583 
248000 248000 298.737377441246 31000 -10295.6619523701 -10353.5042408031 -8902.08303313899 70.710678 70.710678 150 21.0306762452692 
249000 249000 301.225050965119 31000 -10371.4730315024 -10473.6711024703 -8813.72390159379 70.710678 70.710678 150 21.0460877148205 
250000 250000 297.781750520116 31000 -10391.9319420133 -10221.7640095853 -8773.5548273672 70.710678 70.710678 150 21.039686144997 
251000 251000 300.855589019011 31000 -10383.3464542793 -10258.1745577774 -8791.34446860072 70.710678 70.710678 150 21.0785220871179 
252000 252000 302.31241856728 31000 -10302.7766238435 -10419.2727818728 -8942.44271663517 70.710678 70.710678 150 21.2188179986917 
253000 253000 300.735613733524 31000 -10347.9914177796 -10352.6197251393 -9039.6421716363 70.710678 70.710678 150 21.2680030198705 
254000 254000 298.279312001025 31000 -10330.714434244 -10477.7335262459 -8806.45727133158 70.710678 70.710678 150 21.2019638935756 
255000 255000 298.806983167568 31000 -10388.824925962 -10366.295183357 -8829.26587248271 70.710678 70.710678 150 21.2039386665701 
256000 256000 298.994117759077 31000 -10329.4234515491 -10313.0559403395 -8974.88987113379 70.710678 70.710678 150 21.2289305604271 
257000 257000 299.474517809077 31000 -10527.0701689404 -10481.7843234779 -8853.90079001064 70.710678 70.710678 150 21.2673522055073 
258000 258000 298.904651484179 31000 -10359.8342552356 -10334.1013230281 -8729.63772526044 70.710678 70.710678 150 21.2349333078261 
259000 259000 299.927770048139 31000 -10523.3503001379 -10493.8475010315 -8841.59563140034 70.710678 70.710678 150 21.2809469612683 
260000 260000 305.267431900432 31000 -10389.0726051174 -10381.002170077 -8915.12065355265 70.710678 70.710678 150 21.271826798206 
261000 261000 300.332555003663 31000 -10353.3403690134 -10474.6505321663 -8891.82495165216 70.710678 70.710678 150 21.2218661490983 
262000 262000 299.342241993086 31000 -10387.2345260635 -10420.7086560383 -8890.79934124957 70.710678 70.710678 150 21.1774318262573 
263000 263000 300.24778334131 31000 -10221.9199027659 -10441.1650609126 -8863.28432438376 70.710678 70.710678 150 21.1014399140075 
264000 264000 297.218692178406 31000 -10321.565821213 -10454.2408252438 -8831.44260788159 70.710678 70.710678 150 21.0143680331043 
265000 265000 299.24980507475 31000 -10514.1284957612 -10443.6419656465 -8891.82797361333 70.710678 70.710678 150 21.0535109580924 
266000 266000 302.456680090275 31000 -10402.376031732 -10310.4023040002 -8923.14365650169 70.710678 70.710678 150 21.0528309775045 
267000 267000 300.954947305814 31000 -10328.728075595 -10275.4895438559 -8760.6425736311 70.710678 70.710678 150 21.0145075538969 
268000 268000 300.361313259531 31000 -10425.8946239778 -10390.8170053943 -8813.16228334473 70.710678 70.710678 150 20.9824222150859 
269000 269000 300.297303546165 31000 -10405.8642932408 -10356.3298206204 -8911.96752605665 70.710678 70.710678 150 21.0321093375621 
270000 270000 298.132691239726 31000 -10437.2630480172 -10519.0697958922 -8955.40134880825 70.710678 70.710678 150 21.0416729264298 
271000 271000 300.900751526321 31000 -10286.6889979972 -10458.3087541554 -8893.72262405517 70.710678 70.710678 150 20.9857336969058 
272000 272000 301.949208784612 31000 -10366.5106402597 -10364.4450496157 -8846.99591482249 70.710678 70.710678 150 20.9946941363104 
273000 273000 302.022885510293 31000 -10323.888018577 -10472.4908382234 -8850.28366341732 70.710678 70.710678 150 20.9985698302135 
274000 274000 300.230783173294 31000 -10407.3106651732 -10225.310526262 -8840.84438978302 70.710678 70.710678 150 21.0017580906177 
275000 275000 296.467351656678 31000 -10342.9435762338 -10399.4609968681 -8828.12616727168 70.710678 70.710678 150 21.0161514188933 
276000 276000 297.993146159642 31000 -10527.0537373796 -10308.6903797342 -8927.68459245509 70.710678 70.710678 150 21.0257483867285 
277000 277000 299.457423042157 31000 -10437.1320024324 -10376.9181455571 -8831.88417436444 70.710678 70.710678 150 21.0281903037227 
278000 278000 302.194665131234 31000 -10371.2856798024 -10422.198526217 -8847.70247028926 70.710678 70.710678 150 21.0773890113194 
279000 279000 301.764641810492 31000 -10410.5111726548 -10280.8094527005 -8853.96895171873 70.710678 70.710678 150 21.1381697977196 
280000 280000 300.040728051358 31000 -10366.2965156737 -10424.9385754974 -8902.65182906896 70.710678 70.710678 150 21.1942319123139 
281000 281000 299.214420919649 31000 -10528.7844311267 -10468.4802150567 -8918.52535436149 70.710678 70.710678 150 21.2709080863208 
282000 282000 297.621091655769 31000 -10317.6050644174 -10432.8941389461 -8899.61014573698 70.710678 70.710678 150 21.3029600228695 
283000 283000 300.816882289782 31000 -10290.0224292162 -10488.1140097349 -8785.46595258476 70.710678 70.710678 150 21.2497074482664 
284000 284000 300.21238156164 31000 -10375.6125167921 -10354.6906846438 -8816.82682258497 70.710678 70.710678 150 21.211370391294 
285000 285000 300.215278913199 31000 -10464.8933390809 -10419.1139791116 -8904.30880634932 70.710678 70.710678 150 21.2117799380929 
286000 286000 301.597303406631 31000 -10485.6691479684 -10467.842342758 -9014.88954399765 70.710678 70.710678 150 21.2119347641955 
287000 287000 297.994632123589 31000 -10498.3068404294 -10468.7548266732 -8899.14593060528 70.710678 70.710678 150 21.1706756915044 
288000 288000 299.9070039368 31000 -10304.677677819 -10457.0429071779 -8895.54942977945 70.710678 70.710678 150 21.208359955139 
289000 289000 298.227503186878 31000 -10264.417198184 -10445.0194404803 -8935.34890856822 70.710678 70.710678 150 21.1728416375242 
290000 290000 297.859916267038 31000 -10313.6898243483 -10264.0380535492 -8720.58132561622 70.710678 70.710678 150 21.1284055803531 
291000 291000 301.758589544544 31000 -10382.5566829417 -10358.0169915806 -8775.77424357029 70.710678 70.710678 150 21.0888575814768 
292000 292000 301.612567622206 31000 -10360.9935323523 -10393.7724083163 -8833.75432910706 70.710678 70.710678 150 21.1189236846849 
293000 293000 296.699684148472 31000 -10457.4098161812 -10402.3733040048 -8883.09453469114 70.710678 70.710678 150 21.1659708977637 
294000 294000 298.635963717247 31000 -10304.6188735562 -10508.508161061 -8916.86624681303 70.710678 70.710678 150 21.1536668881319 
295000 295000 298.486180049843 31000 -10491.1108428604 -10451.7080642791 -8890.41437234733 70.710678 70.710678 150 21.1376930010768 
296000 296000 300.576677174974 31000 -10328.3986197325 -10426.5681353958 -8916.71918933577 70.710678 70.710678 150 21.148589715518 
297000 297000 303.932025460119 31000 -10389.6110743472 -10445.8282332887 -8906.54474268481 70.710678 70.710678 150 21.1285894734648 
298000 298000 299.599759143249 31000 -10372.6560951236 -10329.1791529405 -8894.89425385949 70.710678 70.710678 150 21.122189412582 
299000 299000 297.949782315914 31000 -10347.0501651848 -10511.3689630486 -8916.40141500314 70.710678 70.710678 150 21.1094236773846 
300000 300000 298.414323701111 31000 -10349.9200295495 -10346.1090287468 -8849.3578229174 70.710678 70.710678 150 21.0457255095081 
301000 301000 301.511265001083 31000 -10336.5998855103 -10438.4641621294 -8910.06625266722 70.710678 70.710678 150 21.0243274341983 
302000 302000 300.364140691467 31000 -10362.0190119112 -10445.1121421467 -8831.44641081808 70.710678 70.710678 150 21.0056339840847 
303000 303000 300.535524913864 31000 -10383.1309211046 -10383.8575629562 -8843.63962807546 70.710678 70.710678 150 20.9498308657322 
304000 304000 299.706096737354 31000 -10405.0625837345 -10319.5986485083 -8858.99604214601 70.710678 70.710678 150 20.9209350423943 
305000 305000 300.280977145623 31000 -10310.0160227308 -10432.1498843019 -8766.70210729429 70.710678 70.710678 150 20.9708803798134 
306000 306000 297.50212974357 31000 -10347.3081311956 -10302.5503476763 -8785.4695076779 70.710678 70.710678 150 21.02184977737 
307000 307000 298.425378687563 31000 -10431.7831192848 -10254.5847882937 -8843.97768617071 70.710678 70.710678 150 21.0437522129009 
308000 308000 301.418521284684 31000 -10292.6451902768 -10387.832606003 -8718.75581639385 70.710678 70.710678 150 21.0355560937269 
309000 309000 299.538713050886 31000 -10590.0211194839 -10452.1923683805 -8856.44621268366 70.710678 70.710678 150 21.0553780715575 
310000 310000 301.14918134183 31000 -10335.4387237724 -10348.0528106572 -8732.03685018889 70.710678 70.710678 150 21.0656507276309 
311000 311000 298.636023553017 31000 -10452.8456042066 -10486.2266878844 -8954.16720802191 70.710678 70.710678 150 21.0743796252213 
312000 312000 299.759427486426 31000 -10390.3182897786 -10315.2415865589 -8851.5958444141 70.710678 70.710678 150 21.1244577247708 
313000 313000 297.483049427224 31000 -10289.7154243001 -10251.2829654639 -8777.65924303952 70.710678 70.710678 150 21.1065134504707 
314000 314000 300.166269604918 31000 -10315.3968250508 -10397.1046059343 -8833.30091880826 70.710678 70.710678 150 21.0877850857888 
315000 315000 301.492856463596 31000 -10363.2009280097 -10335.4447438008 -8859.61629652954 70.710678 70.710678 150 21.1316309148987 
316000 316000 300.509554833489 31000 -10457.9705805606 -10362.5947559244 -9017.38993326676 70.710678 70.710678 150 21.1362581938072 
317000 317000 301.119029211382 31000 -10434.8594429156 -10376.3902473679 -8950.91502146949 70.710678 70.710678 150 21.1523369893021 
318000 318000 298.607301525085 31000 -10466.4157121707 -10362.5656894064 -8787.95538577823 70.710678 70.710678 150 21.1830924555265 
319000 319000 298.290978317242 31000 -10345.9914620297 -10594.0796742349 -8887.18644840359 70.710678 70.710678 150 21.213509045226 
320000 320000 299.195107246555 31000 -10292.3272519479 -10399.9395007034 -8911.86417705662 70.710678 70.710678 150 21.1786436016011 
321000 321000 302.522988209753 31000 -10336.9455599716 -10259.7716859438 -8774.59115245382 70.710678 70.710678 150 21.161850302363 
322000 322000 303.743514237934 31000 -10406.2253390954 -10291.3887045809 -8857.45047500803 70.710678 70.710678 150 21.1626401604175 
323000 323000 300.987643059095 31000 -10373.3195516041 -10410.880097149 -8784.33042291642 70.710678 70.710678 150 21.1733620899087 
324000 324000 300.293753832498 31000 -10390.1628968188 -10369.8821693096 -8797.96281567192 70.710678 70.710678 150 21.2050826388241 
325000 325000 298.647337623644 31000 -10359.2161649219 -10398.4009903217 -8821.35578843532 70.710678 70.710678 150 21.1781501583161 
326000 326000 297.198186549918 31000 -10395.429229117 -10465.5102818531 -8784.78376575711 70.710678 70.710678 150 21.2064162518191 
327000 327000 301.103406968978 31000 -10412.2021049832 -10505.1466880515 -8789.07844732657 70.710678 70.710678 150 21.2452940294809 
328000 328000 302.642060096996 31000 -10335.3562599995 -10360.3425141894 -8818.9867651508 70.710678 70.710678 150 21.3143254311076 
329000 329000 301.679318384029 31000 -10437.1856513577 -10410.7372657714 -8919.72370475765 70.710678 70.710678 150 21.3624438024864 
330000 330000 299.786068319198 31000 -10361.0619217507 -10539.8638400818 -8894.10321946791 70.710678 70.710678 150 21.3700472974247 
331000 331000 304.280120727969 31000 -10451.8790497447 -10468.9524143208 -8949.56266331349 70.710678 70.710678 150 21.3888928022384 
332000 332000 297.696545801834 31000 -10301.0151031573 -10420.974145046 -8955.59851978624 70.710678 70.710678 150 21.4361595786869 
333000 333000 302.670386546402 31000 -10359.4042124126 -10386.9322436764 -9023.22882905416 70.710678 70.710678 150 21.4033152222207 
334000 334000 299.103412135329 31000 -10324.3327309103 -10378.3441650863 -8895.50267392036 70.710678 70.710678 150 21.3342100980197 
335000 335000 300.535901652019 31000 -10323.4438925723 -10363.9043507328 -8916.21259555044 70.710678 70.710678 150 21.3137986496636 
336000 336000 298.055438155538 31000 -10423.5762424471 -10458.0501649072 -8930.17537598883 70.710678 70.710678 150 21.2722703814414 
337000 337000 297.609223883665 31000 -10414.7927008982 -10470.8940683283 -8874.59720668954 70.710678 70.710678 150 21.0900704944755 
338000 338000 301.670031711346 31000 -10331.6403326555 -10380.9295465871 -8898.07578717641 70.710678 70.710678 150 21.0357306611061 
339000 339000 299.651064629169 31000 -10415.8338605157 -10358.72569368 -8824.44470780619 70.710678 70.710678 150 20.9512696582291 
340000 340000 300.667595392009 31000 -10190.4304097792 -10383.6053561183 -8846.51639524217 70.710678 70.710678 150 20.8933916812398 
341000 341000 298.857068842793 31000 -10288.3026259133 -10348.9857026148 -8784.53602649098 70.710678 70.710678 150 20.8619257079905 
342000 342000 298.392726936443 31000 -10249.9919795168 -10399.9331747789 -8802.07613275768 70.710678 70.710678 150 20.9407263436853 
343000 343000 296.577181147654 31000 -10286.4489904255 -10439.5840482762 -8733.35575224318 70.710678 70.710678 150 20.989144849296 
344000 344000 296.7559475968 31000 -10339.7084128568 -10410.3284513757 -8860.99759554999 70.710678 70.710678 150 21.0467904601572 
345000 345000 299.388200529181 31000 -10389.2396974352 -10362.1802454417 -8915.53522998171 70.710678 70.710678 150 21.1076005363548 
346000 346000 300.83182885848 31000 -10352.6080072902 -10448.1847652961 -8814.86913791618 70.710678 70.710678 150 21.1633639344841 
347000 347000 299.641185659986 31000 -10407.5084905307 -10437.3930140974 -8969.71808485964 70.710678 70.710678 150 21.1850097192196 
348000 348000 298.126933220735 31000 -10458.3230943994 -10350.8867664129 -8893.03383177258 70.710678 70.710678 150 21.1677521727758 
349000 349000 302.302999139196 31000 -10494.0360495274 -10346.5585712654 -8721.4468127718 70.710678 70.710678 150 21.2076957682774 
350000 350000 301.838979751136 31000 -10388.6744302955 -10281.1149877696 -8805.69237546883 70.710678 70.710678 150 21.2488564841066 
351000 351000 301.331356776093 31000 -10353.4498001016 -10350.5197839539 -8977.94492262976 70.710678 70.710678 150 21.331728817185 
352000 352000 300.320462633829 31000 -10459.4317755946 -10299.19398312 -8891.80785655569 70.710678 70.710678 150 21.3151815605355 
353000 353000 300.78224907674 31000 -10349.6647556738 -10307.2119515528 -8670.15315756519 70.710678 70.710678 150 21.273714136203 
354000 354000 300.98999122322 31000 -10366.4074173778 -10330.2485788402 -8892.55661169966 70.710678 70.710678 150 21.25775432636 
355000 355000 300.451426231172 31000 -10417.9346414057 -10356.7691976332 -8806.71444084022 70.710678 70.710678 150 21.231199004195 
356000 356000 299.191371119865 31000 -10375.9205420011 -10483.1717398422 -8844.71245190506 70.710678 70.710678 150 21.2440842094687 
357000 357000 297.654374321649 31000 -10364.8186623068 -10389.1395946554 -8930.45101527977 70.710678 70.710678 150 21.2675340082998 
358000 358000 301.245739855298 31000 -10414.7006019338 -10415.0231677183 -8903.44283602473 70.710678 70.710678 150 21.2139555334826 
359000 359000 301.04340426503 31000 -10407.6316303029 -10438.997106642 -8774.25165231406 70.710678 70.710678 150 21.1724385138773 
360000 360000 300.547316493471 31000 -10241.7810001512 -10382.4155207125 -8883.52451182998 70.710678 70.710678 150 21.1390673736528 
361000 361000 298.714868901119 31000 -10467.2968125045 -10396.7724469006 -8724.92744505986 70.710678 70.710678 150 21.162175051172 
362000 362000 297.1338610109 31000 -10303.1486431935 -10329.9279410956 -8697.51231604473 70.710678 70.710678 150 21.1798957723794 
363000 363000 300.164861691387 31000 -10373.8046103303 -10493.429393645 -8928.6220001368 70.710678 70.710678 150 21.2929566566109 
364000 364000 298.763803751518 31000 -10464.1908171713 -10424.0299667622 -8930.16335665053 70.710678 70.710678 150 21.3259560849435 
365000 365000 299.562328748611 31000 -10440.8997225248 -10464.1970773652 -8691.9333815613 70.710678 70.710678 150 21.3567220222843 
366000 366000 300.147905704084 31000 -10326.4352967254 -10355.0333837404 -8765.14151168649 70.710678 70.710678 150 21.3853810688158 
367000 367000 299.596287614678 31000 -10476.1114019517 -10411.8514743127 -8916.02067139713 70.710678 70.710678 150 21.4276821273379 
368000 368000 301.841379913336 31000 -10496.6188049089 -10396.1608233703 -8902.38233183731 70.710678 70.710678 150 21.4568292635826 
369000 369000 298.815436238143 31000 -10470.4680503884 -10525.7596829262 -8955.80581533006 70.710678 70.710678 150 21.456460787252 
370000 370000 299.477811678114 31000 -10480.3362509963 -10223.5681969452 -9032.63192065956 70.710678 70.710678 150 21.4312210171121 
371000 371000 296.741808927875 31000 -10351.9324445763 -10532.9486327283 -8931.73879111124 70.710678 70.710678 150 21.342272115369 
372000 372000 300.543137405016 31000 -10366.6201722867 -10504.4798224233 -8732.10590446632 70.710678 70.710678 150 21.1718155977017 
373000 373000 301.917689036435 31000 -10385.2343894254 -10252.2182613309 -8719.73992384971 70.710678 70.710678 150 21.0788065118843 
374000 374000 301.524132792549 31000 -10419.067787744 -10282.45803506 -8794.37074443506 70.710678 70.710678 150 20.9387330508927 
375000 375000 299.085468524223 31000 -10396.1322397899 -10367.6524322486 -8783.30786372493 70.710678 70.710678 150 20.9099578934125 
376000 376000 299.282907569663 31000 -10386.1466078851 -10334.2729244683 -8786.91007846625 70.710678 70.710678 150 20.8708147161641 
377000 377000 299.000406816027 31000 -10400.76073114 -10289.7974952437 -8979.1282050856 70.710678 70.710678 150 20.8028215516105 
378000 378000 299.125600285135 31000 -10384.9595413745 -10225.4551586559 -8733.61254949892 70.710678 70.710678 150 20.7512893544725 
379000 379000 301.230991149382 31000 -10305.8055050994 -10344.7192070491 -8866.64852491625 70.710678 70.710678 150 20.778217737382 
380000 380000 300.629350581998 31000 -10343.4679179383 -10471.4324489902 -8775.8699602419 70.710678 70.710678 150 20.9114156692162 
381000 381000 299.406953203255 31000 -10423.5758766853 -10350.5491688352 -8898.21757421143 70.710678 70.710678 150 21.0263612391537 
382000 382000 297.732763037956 31000 -10502.650531008 -10470.0352309115 -8816.3973980689 70.710678 70.710678 150 21.1257448852205 
383000 383000 299.265112412427 31000 -10469.7853822897 -10518.7180988909 -9037.38297041329 70.710678 70.710678 150 21.2210820060669 
384000 384000 299.754351230207 31000 -10361.0726259268 -10445.5336414689 -8880.58811797227 70.710678 70.710678 150 21.3034403138854 
385000 385000 301.322237006369 31000 -10406.9776095822 -10516.5978659571 -9080.27362756704 70.710678 70.710678 150 21.4271027326308 
386000 386000 301.170639528969 31000 -10423.4706241087 -10474.3214908592 -8898.94473434861 70.710678 70.710678 150 21.4514392741728 
387000 387000 301.832854144704 31000 -10539.3307405853 -10314.8821935027 -8789.99493509247 70.710678 70.710678 150 21.4903097273732 
388000 388000 299.930972628625 31000 -10531.0766627291 -10424.6599289325 -8911.52123326848 70.710678 70.710678 150 21.4273859757614 
389000 389000 297.290271167266 31000 -10471.2164346624 -10421.6387270178 -8957.9348832411 70.710678 70.710678 150 21.3579441854957 
390000 390000 300.843643647129 31000 -10246.7376685306 -10347.7062265795 -8893.04843126419 70.710678 70.710678 150 21.2183656987 
391000 391000 300.981909163758 31000 -10461.6376292298 -10470.5562991962 -8980.092245535 70.710678 70.710678 150 21.1001035015371 
392000 392000 300.140122017121 31000 -10271.884429938 -10429.5176876226 -8878.99287016515 70.710678 70.710678 150 20.9631289253404 
393000 393000 299.42435011899 31000 -10251.403802932 -10396.9037898446 -8960.73538826982 70.710678 70.710678 150 20.8980522287966 
394000 394000 300.31251645826 31000 -10360.506418249 -10385.9670639489 -8810.54459808394 70.710678 70.710678 150 20.8616904760785 
395000 395000 300.233026685182 31000 -10304.6172452349 -10378.7913331233 -8737.04938327426 70.710678 70.710678 150 20.7656573701773 
396000 396000 299.061472581668 31000 -10397.0457863838 -10356.953189787 -8840.73663743683 70.710678 70.710678 150 20.7994730484092 
397000 397000 298.217917408819 31000 -10379.2688852692 -10450.030057737 -8753.63366490866 70.710678 70.710678 150 20.9014253320134 
398000 398000 295.79175538507 31000 -10326.4462425723 -10300.6140650571 -8870.82707831664 70.710678 70.710678 150 20.9612130142716 
399000 399000 301.842281943573 31000 -10321.1990966161 -10351.3127033324 -8828.38703152326 70.710678 70.710678 150 21.0139907445253 
400000 400000 299.71765050185 31000 -10525.561434641 -10376.9139228254 -8721.63631953557 70.710678 70.710678 150 21.1732500862712 
401000 401000 300.037444802459 31000 -10293.6441006049 -10480.4431851755 -8854.02455911551 70.710678 70.710678 150 21.2653051819438 
402000 402000 301.244123951428 31000 -10471.7646468633 -10457.7306712969 -8906.12750993221 70.710678 70.710678 150 21.3499391937248 
403000 403000 297.886230855044 31000 -10448.6292354009 -10430.4445739862 -8930.5316986454 70.710678 70.710678 150 21.4538268036217 
404000 404000 298.946810887847 31000 -10333.5025679614 -10396.1716795415 -8944.38684988847 70.710678 70.710678 150 21.4541557590704 
405000 405000 294.602153639771 31000 -10368.3272774142 -10449.1043498071 -8808.69143860915 70.710678 70.710678 150 21.3078178814248 
406000 406000 300.50896927555 31000 -10381.1972869536 -10259.995270466 -8808.16348129667 70.710678 70.710678 150 21.2025407761516 
407000 407000 301.881488085241 31000 -10354.3589227677 -10426.5581235175 -8845.32249586347 70.710678 70.710678 150 21.0758367496773 
408000 408000 300.196807290497 31000 -10226.7842199825 -10407.300338005 -8830.2749826576 70.710678 70.710678 150 20.9554367262858 
409000 409000 299.426361322976 31000 -10247.3074167657 -10374.0976810179 -8711.41466235123 70.710678 70.710678 150 20.9124343200595 
410000 410000 299.118974116583 31000 -10106.104369966 -10212.2892028162 -8766.88341157006 70.710678 70.710678 150 20.8302819564128 
411000 411000 299.615034873101 31000 -10310.9826854875 -10376.1161843468 -8768.38259897859 70.710678 70.710678 150 20.8166222858881 
412000 412000 302.649333545906 31000 -10346.5629201637 -10468.1012923052 -8830.19177045412 70.710678 70.710678 150 20.9235922014948 
413000 413000 303.03467320905 31000 -10321.9020066913 -10515.709863176 -8931.70963790885 70.710678 70.710678 150 21.0062128720237 
414000 414000 303.281275242615 31000 -10513.3842643379 -10388.9266577492 -8895.92045321774 70.710678 70.710678 150 21.0698602383673 
415000 415000 298.480290649528 31000 -10479.5241212643 -10497.8667653409 -9056.82164411303 70.710678 70.710678 150 21.1877890208097 
416000 416000 300.138000160574 31000 -10402.0927974376 -10431.4710097487 -8920.66374095715 70.710678 70.710678 150 21.2047468013915 
417000 417000 302.924991820089 31000 -10485.2850951588 -10520.0155077778 -8785.31770464587 70.710678 70.710678 150 21.1732840166337 
418000 418000 302.581243845782 31000 -10413.7110418679 -10306.2985152639 -8907.72775146661 70.710678 70.710678 150 21.1625815434265 
419000 419000 302.00816840938 31000 -10352.9432387635 -10456.7137107175 -8843.57763352601 70.710678 70.710678 150 21.1579550923417 
420000 420000 301.548008979112 31000 -10479.7833516108 -10282.6659552 -8876.13259494467 70.710678 70.710678 150 21.10865717911 
421000 421000 299.295115432035 31000 -10447.9930232382 -10326.4327480179 -8977.07762851906 70.710678 70.710678 150 21.1318367525922 
422000 422000 301.098290383499 31000 -10476.5642214232 -10446.820549691 -8953.52044974817 70.710678 70.710678 150 21.1578800268305 
423000 423000 298.682902908511 31000 -10534.1210630354 -10458.8828986377 -8976.98401938979 70.710678 70.710678 150 21.1078943197535 
424000 424000 298.131399783807 31000 -10438.4678078195 -10434.6119549638 -8728.48699301601 70.710678 70.710678 150 21.1470078788579 
425000 425000 297.597314134896 31000 -10494.2997949806 -10362.7417458486 -8793.54643075756 70.710678 70.710678 150 21.125212957251 
426000 426000 299.469548931156 31000 -10475.2267573861 -10479.9113805436 -8856.15323953579 70.710678 70.710678 150 21.1103949799519 
427000 427000 300.667591608026 31000 -10230.6659018987 -10397.2489443237 -8796.32087547552 70.710678 70.710678 150 21.105036599794 
428000 428000 300.187685135551 31000 -10283.5364628402 -10475.8968239709 -8684.61008637165 70.710678 70.710678 150 21.0227165162792 
429000 429000 301.330622584499 31000 -10307.5928061509 -10326.8587778434 -8927.69642238825 70.710678 70.710678 150 21.051293213376 
430000 430000 299.677654273604 31000 -10265.8421995776 -10381.336736956 -8855.98570812039 70.710678 70.710678 150 21.0520576367207 
431000 431000 299.533247395135 31000 -10423.4830593772 -10435.4637062385 -8921.99820174622 70.710678 70.710678 150 21.1565532713637 
432000 432000 299.510595263632 31000 -10361.4245410159 -10244.0237147755 -8833.84401225084 70.710678 70.710678 150 21.2353306925243 
433000 433000 298.386791379658 31000 -10437.8671560163 -10497.2296589619 -8937.23983119252 70.710678 70.710678 150 21.2664828114143 
434000 434000 300.365913334201 31000 -10460.7383316631 -10577.3790554398 -8764.60540470229 70.710678 70.710678 150 21.1705514465811 
435000 435000 298.661170529432 31000 -10322.7103016896 -10454.4764895061 -8942.41964677272 70.710678 70.710678 150 21.21127392779 
436000 436000 301.105085898752 31000 -10426.1035730261 -10531.4272291202 -8934.95189144302 70.710678 70.710678 150 21.17070109754 
